"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20197","19912","18","267"
"2","Chengalpattu","250952","247932","362","2658"
"3","Chennai","786672","775265","2338","9069"
"4","Coimbatore","338209","335007","584","2618"
"5","Cuddalore","75495","74496","104","895"
"6","Dharmapuri","36707","36370","54","283"
"7","Dindigul","38632","37912","55","665"
"8","Erode","135324","134266","324","734"
"9","Kallakurichi","36899","36679","5","215"
"10","Kancheepuram","97665","96316","47","1302"
"11","Kanyakumari","89052","87813","154","1085"
"12","Karur","30136","29738","26","372"
"13","Krishnagiri","61475","60874","230","371"
"14","Madurai","92814","91501","77","1236"
"15","Mayiladuthurai","27192","26781","81","330"
"16","Nagapattinam","25876","25482","19","375"
"17","Namakkal","69376","68739","103","534"
"18","Nilgiris","42704","42455","23","226"
"19","Perambalur","14882","14597","36","249"
"20","Pudukottai","35129","34682","21","426"
"21","Ramanathapuram","24970","24588","14","368"
"22","Ranipet","55918","55100","31","787"
"23","Salem","130587","128578","247","1762"
"24","Sivagangai","24914","24647","48","219"
"25","Tenkasi","33796","33279","27","490"
"26","Thanjavur","93338","92223","75","1040"
"27","Theni","51753","51195","25","533"
"28","Thirupathur","35979","35312","34","633"
"29","Thiruvallur","152698","150662","96","1940"
"30","Thiruvannamalai","68057","67325","47","685"
"31","Thiruvarur","48874","48365","36","473"
"32","Thoothukudi","66993","66512","33","448"
"33","Tirunelveli","65565","65046","74","445"
"34","Tiruppur","131453","130268","133","1052"
"35","Trichy","97595","96319","115","1161"
"36","Vellore","57935","56722","50","1163"
"37","Villupuram","56014","55600","47","367"
"38","Virudhunagar","59109","58511","43","555"
"39","Airport Surveillance 
(International)","1387","1384","2","1"
"40","Airport Surveillance 
(Domestic)","1162","1157","4","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,63,913","35,20,038","5,842","38,033"
