District,Recovered,Deceased,Active
फर्रखाबाद,10238,194,410
आजमगढ़,17753.0,229.0,395.0
जौनपरु,22470.0,236.0,394.0
अमठेी,9862.0,143.0,372.0
देवररया,20117.0,223.0,368.0
बहराइच,11481.0,178.0,362.0
समर्ापरु,11076.0,117.0,347.0
उन्नाव,14893.0,254.0,328.0
हाथरस,3149.0,43.0,327.0
बसलया,21439.0,235.0,298.0
महाराजगजं,12415.0,141.0,282.0
औरैय्या,9945.0,204.0,270.0
अम्बडेकर नगर,4951.0,153.0,252.0
पीलीभीत,10886.0,195.0,223.0
बादा,10869.0,161.0,217.0
कन्नौज,9202.0,115.0,213.0
लसलतपरु,12707.0,128.0,209.0
बलरामपरु,7406.0,138.0,193.0
फतहेपरु,6716.0,139.0,183.0
जालौन,11505.0,203.0,174.0
सतं कबीर नगर,8092.0,98.0,169.0
श्रावस्ती,4370.0,37.0,168.0
कानपरु देहात,6132.0,110.0,164.0
मऊ,8291.0,81.0,147.0
कुशीनगर,15431.0,228.0,138.0
चचत्रकट,7047.0,79.0,129.0
कासगजं,4299.0,53.0,127.0
हमीरपरु,5161.0,102.0,126.0
प्रतापगढ़,15918.0,163.0,123.0
भदोही,7575.0,164.0,107.0
महोबा,4190.0,86.0,49.0
कौशाम्बी,4367.0,71.0,29.0
