"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16955","16684","6","265"
"2","Chengalpattu","176289","172566","1175","2548"
"3","Chennai","566801","552552","5593","8656"
"4","Coimbatore","253755","250311","926","2518"
"5","Cuddalore","64623","63659","88","876"
"6","Dharmapuri","29032","28695","56","281"
"7","Dindigul","33359","32674","33","652"
"8","Erode","107895","106791","393","711"
"9","Kallakurichi","31657","31393","54","210"
"10","Kancheepuram","76353","74755","329","1269"
"11","Kanyakumari","63296","62007","226","1063"
"12","Karur","25014","24564","85","365"
"13","Krishnagiri","44153","43720","72","361"
"14","Madurai","75764","74459","118","1187"
"15","Mayiladuthurai","23436","23112","4","320"
"16","Nagapattinam","21445","21055","29","361"
"17","Namakkal","54633","53925","190","518"
"18","Nilgiris","34466","34193","53","220"
"19","Perambalur","12168","11886","37","245"
"20","Pudukottai","30391","29958","12","421"
"21","Ramanathapuram","20716","20312","45","359"
"22","Ranipet","43768","42891","98","779"
"23","Salem","102642","100587","325","1730"
"24","Sivagangai","20546","20276","57","213"
"25","Tenkasi","27435","26928","21","486"
"26","Thanjavur","76508","75382","119","1007"
"27","Theni","43636","43098","15","523"
"28","Thirupathur","29497","28829","41","627"
"29","Thiruvallur","121249","118867","517","1865"
"30","Thiruvannamalai","55402","54671","58","673"
"31","Thiruvarur","42061","41539","59","463"
"32","Thoothukudi","56808","56166","230","412"
"33","Tirunelveli","49875","49319","120","436"
"34","Tiruppur","98857","97357","473","1027"
"35","Trichy","78991","77707","180","1104"
"36","Vellore","50711","49270","296","1145"
"37","Villupuram","46173","45743","72","358"
"38","Virudhunagar","46566","45883","134","549"
"39","Airport Surveillance 
(International)","1138","1074","63","1"
"40","Airport Surveillance 
(Domestic)","1095","1084","10","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,55,587","27,06,370","12,412","36,805"
