"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","1","0","0","2083","20","3","0"
"East Jaintia Hills","0","0","0","2676","39","3","0"
"East Khasi Hills","4","1","0","47840","1079","24","18"
"Eastern West Khasi Hills","0","0","0","161","9","1","0"
"North Garo Hills","0","0","0","1918","10","0","0"
"Ri-Bhoi","3","1","0","10569","101","12","1"
"South Garo Hills","0","1","0","1440","16","1","0"
"South West Garo Hills","0","1","0","2260","21","7","0"
"South West Khasi Hills","1","0","0","2720","20","3","0"
"West Garo Hills","4","2","0","11811","84","30","2"
"West Jaintia Hills","1","1","0","7323","141","3","0"
"West Khasi Hills","0","0","0","5670","78","0","0"
"Total","14","7","0","96471","1618","87","21"
