"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20053","19734","52","267"
"2","Chengalpattu","247790","243184","1948","2658"
"3","Chennai","779502","765220","5213","9069"
"4","Coimbatore","334558","330720","1220","2618"
"5","Cuddalore","74883","73751","237","895"
"6","Dharmapuri","36420","36063","74","283"
"7","Dindigul","38036","37122","249","665"
"8","Erode","133718","132637","347","734"
"9","Kallakurichi","36781","36531","35","215"
"10","Kancheepuram","96897","95265","330","1302"
"11","Kanyakumari","88333","86912","336","1085"
"12","Karur","29958","29521","65","372"
"13","Krishnagiri","60276","59669","237","370"
"14","Madurai","92206","90713","257","1236"
"15","Mayiladuthurai","26794","26350","114","330"
"16","Nagapattinam","25704","25245","84","375"
"17","Namakkal","68679","67920","225","534"
"18","Nilgiris","42518","42210","82","226"
"19","Perambalur","14813","14505","59","249"
"20","Pudukottai","34878","34296","156","426"
"21","Ramanathapuram","24918","24497","53","368"
"22","Ranipet","55068","54057","224","787"
"23","Salem","128996","126685","549","1762"
"24","Sivagangai","24474","24104","151","219"
"25","Tenkasi","33416","32772","154","490"
"26","Thanjavur","92844","91538","266","1040"
"27","Theni","51161","50424","204","533"
"28","Thirupathur","35863","35192","38","633"
"29","Thiruvallur","151611","149165","506","1940"
"30","Thiruvannamalai","67589","66720","184","685"
"31","Thiruvarur","48458","47814","171","473"
"32","Thoothukudi","66541","65801","292","448"
"33","Tirunelveli","64822","63914","463","445"
"34","Tiruppur","130638","129410","176","1052"
"35","Trichy","96885","95362","362","1161"
"36","Vellore","57708","56456","89","1163"
"37","Villupuram","55437","54852","218","367"
"38","Virudhunagar","58223","57255","413","555"
"39","Airport Surveillance 
(International)","1375","1365","9","1"
"40","Airport Surveillance 
(Domestic)","1146","1144","1","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,30,398","34,76,523","15,843","38,032"
