"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16954","16684","5","265"
"2","Chengalpattu","176015","172503","964","2548"
"3","Chennai","565306","552391","4259","8656"
"4","Coimbatore","253634","250217","899","2518"
"5","Cuddalore","64618","63651","91","876"
"6","Dharmapuri","29025","28689","55","281"
"7","Dindigul","33359","32673","34","652"
"8","Erode","107865","106735","419","711"
"9","Kallakurichi","31638","31391","37","210"
"10","Kancheepuram","76297","74742","286","1269"
"11","Kanyakumari","63253","61996","195","1062"
"12","Karur","25006","24552","90","364"
"13","Krishnagiri","44143","43715","67","361"
"14","Madurai","75733","74456","90","1187"
"15","Mayiladuthurai","23436","23110","7","319"
"16","Nagapattinam","21437","21051","25","361"
"17","Namakkal","54618","53897","203","518"
"18","Nilgiris","34454","34183","52","219"
"19","Perambalur","12160","11884","31","245"
"20","Pudukottai","30389","29954","14","421"
"21","Ramanathapuram","20707","20309","39","359"
"22","Ranipet","43748","42891","78","779"
"23","Salem","102592","100551","311","1730"
"24","Sivagangai","20538","20274","51","213"
"25","Tenkasi","27430","26927","17","486"
"26","Thanjavur","76494","75375","112","1007"
"27","Theni","43632","43098","11","523"
"28","Thirupathur","29488","28828","33","627"
"29","Thiruvallur","121102","118845","394","1863"
"30","Thiruvannamalai","55391","54668","50","673"
"31","Thiruvarur","42054","41533","58","463"
"32","Thoothukudi","56766","56155","199","412"
"33","Tirunelveli","49849","49310","103","436"
"34","Tiruppur","98796","97304","465","1027"
"35","Trichy","78954","77693","159","1102"
"36","Vellore","50606","49260","202","1144"
"37","Villupuram","46163","45741","64","358"
"38","Virudhunagar","46551","45879","123","549"
"39","Airport Surveillance 
(International)","1136","1069","66","1"
"40","Airport Surveillance 
(Domestic)","1091","1084","6","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,52,856","27,05,696","10,364","36,796"
