"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","36","44","69462","3","4855","74311","0"
"Bageshwar","13","15","39471","0","2158","41625","0"
"Chamoli","33","18","51322","1","3340","54660","0"
"Champawat","82","20","65043","1","1988","67028","6"
"Dehradun","456","515","409400","21","38583","447848","55"
"Haridwar","268","274","323512","7","14014","337496","13"
"Nainital","210","248","104130","18","13139","117199","9"
"Pauri Garhwal","113","109","106481","0","5570","112044","12"
"Pithoragarh","17","14","44414","4","2726","47128","0"
"Rudraprayag","40","106","30799","0","3037","33836","0"
"Tehri Garhwal","156","126","46741","3","2605","49339","8"
"US Nagar","284","330","154925","3","9290","164191","19"
"Uttarkashi","61","3","46846","0","1908","48752","0"
"Total","1769","1822","1492546","61","103213","1595457","122"
