District,Recovered,Deceased,Active
लखनऊ,292022,2683,1137
गौतम बिु नगर,96861,490,394
प्रयागराज,86791,1104,312
गोरखपरु,65534,866,288
लखीमपरु-खीरी,29587,299,274
िाराणसी,97112,988,234
गाज़ियाबाद,83823,473,232
कानपरु नगर,91173,1923,207
आगरा,35381,464,160
हरदोई,17016,364,151
राय बरेली,21034,346,151
बाराबकंी,23393,225,146
झासी,43674,675,146
लललतपरु,14482,132,112
मरेठ,87878,930,111
सीतापरु,15609,187,99
सलु्तानपरु,16731,144,85
उन्नाव,16747,257,84
महाराजगजं,14522,146,82
बरेली,49976,377,72
आजमगढ़,19335,234,70
पीलीभीत,12635,204,70
शाहजहांपरु,24297,446,65
जालौन,13748,207,63
सोनभद्र,18562,257,57
कुशीनगर,16139,235,56
बलुदंशहर,26231,252,53
कन्नौज,10720,125,53
बहराइच,13323,178,52
लसद्धार् नगर,11462,102,52
देवररया,22320,230,51
अम्बडेकर नगर,5855,162,50
श्रावस्ती,5180,41,49
हमीरपरु,5977,102,48
मर्रुा,25478,406,48
अलीगढ,25407,113,47
फतहेपरु,8179,141,46
अमरोहा,19224,206,44
जौनपरु,24259,244,44
फर्रखाबाद,11834,197,43
गोंडा,14048,284,43
अमठेी,11415,145,38
सहारनपरु,38294,426,37
