District,Recovered,Deceased,Active
बादा,11986,166,36
मजुफ्फरनगर,38257.0,277.0,36.0
क्रिरोजाबाद,10490.0,136.0,35.0
प्रतापगढ़,16636.0,163.0,35.0
बबजनौर,18242.0,139.0,34.0
इटावा,15726.0,296.0,34.0
अयोध्या,18616.0,292.0,33.0
भदोही,8428.0,165.0,33.0
कानपरु देहात,7079.0,110.0,32.0
बागपत,10986.0,143.0,31.0
सतं कबीर नगर,8799.0,101.0,31.0
कौशाम्बी,4814.0,72.0,30.0
चदंौली,17488.0,378.0,26.0
मनैपरुी,11429.0,189.0,25.0
एटा,12048.0,100.0,24.0
बस्ती,12744.0,336.0,23.0
सभंल,11003.0,109.0,20.0
गाजीपरु,23836.0,295.0,19.0
औरैय्या,10752.0,211.0,18.0
हार्रस,3699.0,43.0,16.0
बदाय,17885.0,101.0,15.0
बललया,22494.0,245.0,15.0
कासगजं,4861.0,55.0,15.0
मऊ,8912.0,85.0,15.0
मरुादाबाद,46045.0,366.0,14.0
शामली,16664.0,48.0,14.0
हापड़ु,15164.0,222.0,12.0
लमर्ापरु,11931.0,123.0,12.0
चचत्रकट,7723.0,79.0,10.0
बलरामपरु,8095.0,139.0,8.0
रामपरु,14594.0,153.0,6.0
महोबा,4452.0,88.0,3.0
