Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeOtherNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeOtherNumberForState,cumulativeTestedNumberForState
2022-10-13,GJ,Ahmedabad,2022-10-13 20:55:33.785203,,,403584,3667,0,399701,7093147,2022-10-13 20:55:33.784189,2022-10-13 20:55:33.785574,,,1275717,11034,1263895,0,45461592
2022-10-13,GJ,Amreli,2022-10-13 20:55:33.785203,,,13521,105,0,13414,902090,2022-10-13 20:55:33.784189,2022-10-13 20:55:33.785574,,,1275717,11034,1263895,0,45461592
2022-10-13,GJ,Anand,2022-10-13 20:55:33.785203,,,16030,55,0,15972,906586,2022-10-13 20:55:33.784189,2022-10-13 20:55:33.785574,,,1275717,11034,1263895,0,45461592
2022-10-13,GJ,Aravalli,2022-10-13 20:55:33.785203,,,5985,82,0,5901,611063,2022-10-13 20:55:33.784189,2022-10-13 20:55:33.785574,,,1275717,11034,1263895,0,45461592
2022-10-13,GJ,Banaskantha,2022-10-13 20:55:33.785203,,,19156,167,0,18972,1421429,2022-10-13 20:55:33.784189,2022-10-13 20:55:33.785574,,,1275717,11034,1263895,0,45461592
2022-10-13,GJ,Bharuch,2022-10-13 20:55:33.785203,,,17950,153,0,17796,829889,2022-10-13 20:55:33.784189,2022-10-13 20:55:33.785574,,,1275717,11034,1263895,0,45461592
2022-10-13,GJ,Bhavnagar,2022-10-13 20:55:33.785203,,,30447,370,0,30043,1665404,2022-10-13 20:55:33.784189,2022-10-13 20:55:33.785574,,,1275717,11034,1263895,0,45461592
2022-10-13,GJ,Botad,2022-10-13 20:55:33.785203,,,2388,48,0,2338,384828,2022-10-13 20:55:33.784189,2022-10-13 20:55:33.785574,,,1275717,11034,1263895,0,45461592
2022-10-13,GJ,Chhota Udaipur,2022-10-13 20:55:33.785203,,,3768,38,0,3730,401547,2022-10-13 20:55:33.784189,2022-10-13 20:55:33.785574,,,1275717,11034,1263895,0,45461592
2022-10-13,GJ,Dahod,2022-10-13 20:55:33.785203,,,11345,46,0,11298,1091329,2022-10-13 20:55:33.784189,2022-10-13 20:55:33.785574,,,1275717,11034,1263895,0,45461592
2022-10-13,GJ,Dang,2022-10-13 20:55:33.785203,,,1304,18,0,1286,121535,2022-10-13 20:55:33.784189,2022-10-13 20:55:33.785574,,,1275717,11034,1263895,0,45461592
2022-10-13,GJ,Devbhumi Dwarka,2022-10-13 20:55:33.785203,,,5428,89,0,5339,381496,2022-10-13 20:55:33.784189,2022-10-13 20:55:33.785574,,,1275717,11034,1263895,0,45461592
2022-10-13,GJ,Gandhinagar,2022-10-13 20:55:33.785203,,,37976,232,0,37690,1278206,2022-10-13 20:55:33.784189,2022-10-13 20:55:33.785574,,,1275717,11034,1263895,0,45461592
2022-10-13,GJ,Gir Somnath,2022-10-13 20:55:33.785203,,,9880,70,0,9809,530960,2022-10-13 20:55:33.784189,2022-10-13 20:55:33.785574,,,1275717,11034,1263895,0,45461592
2022-10-13,GJ,Jamnagar,2022-10-13 20:55:33.785203,,,42564,523,0,42036,1293646,2022-10-13 20:55:33.784189,2022-10-13 20:55:33.785574,,,1275717,11034,1263895,0,45461592
2022-10-13,GJ,Junagadh,2022-10-13 20:55:33.785203,,,22816,272,0,22543,1616948,2022-10-13 20:55:33.784189,2022-10-13 20:55:33.785574,,,1275717,11034,1263895,0,45461592
2022-10-13,GJ,Kutch,2022-10-13 20:55:33.785203,,,20268,146,0,20111,1147177,2022-10-13 20:55:33.784189,2022-10-13 20:55:33.785574,,,1275717,11034,1263895,0,45461592
2022-10-13,GJ,Kheda,2022-10-13 20:55:33.785203,,,14932,55,0,14877,976077,2022-10-13 20:55:33.784189,2022-10-13 20:55:33.785574,,,1275717,11034,1263895,0,45461592
2022-10-13,GJ,Mahisagar,2022-10-13 20:55:33.785203,,,8907,75,0,8832,608825,2022-10-13 20:55:33.784189,2022-10-13 20:55:33.785574,,,1275717,11034,1263895,0,45461592
2022-10-13,GJ,Mehsana,2022-10-13 20:55:33.785203,,,33320,196,0,33106,1235548,2022-10-13 20:55:33.784189,2022-10-13 20:55:33.785574,,,1275717,11034,1263895,0,45461592
2022-10-13,GJ,Morbi,2022-10-13 20:55:33.785203,,,11327,96,0,11227,571950,2022-10-13 20:55:33.784189,2022-10-13 20:55:33.785574,,,1275717,11034,1263895,0,45461592
2022-10-13,GJ,Narmada,2022-10-13 20:55:33.785203,,,6645,15,0,6630,410877,2022-10-13 20:55:33.784189,2022-10-13 20:55:33.785574,,,1275717,11034,1263895,0,45461592
2022-10-13,GJ,Navsari,2022-10-13 20:55:33.785203,,,12790,42,0,12741,753684,2022-10-13 20:55:33.784189,2022-10-13 20:55:33.785574,,,1275717,11034,1263895,0,45461592
2022-10-13,GJ,Panchmahal,2022-10-13 20:55:33.785203,,,13769,83,0,13684,831504,2022-10-13 20:55:33.784189,2022-10-13 20:55:33.785574,,,1275717,11034,1263895,0,45461592
2022-10-13,GJ,Patan,2022-10-13 20:55:33.785203,,,17005,129,0,16868,849977,2022-10-13 20:55:33.784189,2022-10-13 20:55:33.785574,,,1275717,11034,1263895,0,45461592
2022-10-13,GJ,Porbandar,2022-10-13 20:55:33.785203,,,4497,25,0,4472,424822,2022-10-13 20:55:33.784189,2022-10-13 20:55:33.785574,,,1275717,11034,1263895,0,45461592
2022-10-13,GJ,Rajkot,2022-10-13 20:55:33.785203,,,87390,806,0,86542,2856401,2022-10-13 20:55:33.784189,2022-10-13 20:55:33.785574,,,1275717,11034,1263895,0,45461592
2022-10-13,GJ,Sabarkantha,2022-10-13 20:55:33.785203,,,12400,164,0,12229,794302,2022-10-13 20:55:33.784189,2022-10-13 20:55:33.785574,,,1275717,11034,1263895,0,45461592
2022-10-13,GJ,Surat,2022-10-13 20:55:33.785203,,,211764,2082,0,209471,8472261,2022-10-13 20:55:33.784189,2022-10-13 20:55:33.785574,,,1275717,11034,1263895,0,45461592
2022-10-13,GJ,Surendranagar,2022-10-13 20:55:33.785203,,,10333,139,0,10194,813529,2022-10-13 20:55:33.784189,2022-10-13 20:55:33.785574,,,1275717,11034,1263895,0,45461592
2022-10-13,GJ,Tapi,2022-10-13 20:55:33.785203,,,5960,32,0,5921,440181,2022-10-13 20:55:33.784189,2022-10-13 20:55:33.785574,,,1275717,11034,1263895,0,45461592
2022-10-13,GJ,Vadodara,2022-10-13 20:55:33.785203,,,146232,921,0,145201,2782420,2022-10-13 20:55:33.784189,2022-10-13 20:55:33.785574,,,1275717,11034,1263895,0,45461592
2022-10-13,GJ,Valsad,2022-10-13 20:55:33.785203,,,14036,93,0,13921,961954,2022-10-13 20:55:33.784189,2022-10-13 20:55:33.785574,,,1275717,11034,1263895,0,45461592
