,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10719,10572,129,2022-10-13,TT,44621319,528847,44065963,2022-10-13 21:35:14.029690,897877536,2022-10-12 00:00:00,257965,2191562174,1026591361,949181070,215789743,989502,347471,352829,289202,https://www.icmr.gov.in/,2786,12,2557,453594,85961,21950,561505,3,5,108,116,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2338585,2323708,14733,2022-10-13,TT,44621319,528847,44065963,2022-10-13 21:35:14.029690,897877536,2022-10-12 00:00:00,257965,2191562174,1026591361,949181070,215789743,110055443,44698061,47565522,17791860,https://www.icmr.gov.in/,2786,12,2557,453594,85961,21950,561505,173,256,36087,36516,31,16,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,66865,66556,296,2022-10-13,TT,44621319,528847,44065963,2022-10-13 21:35:14.029690,897877536,2022-10-12 00:00:00,257965,2191562174,1026591361,949181070,215789743,1882454,958337,816809,107308,https://www.icmr.gov.in/,2786,12,2557,453594,85961,21950,561505,79,135,713,927,1,2,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,745814,735076,8035,2022-10-13,TT,44621319,528847,44065963,2022-10-13 21:35:14.029690,897877536,2022-10-12 00:00:00,257965,2191562174,1026591361,949181070,215789743,50071494,24784208,22040140,3247146,https://www.icmr.gov.in/,2786,12,2557,453594,85961,21950,561505,558,1175,1982,3715,27,2,0,,,1332900000,Assam,34293000
4,Bihar,850766,838318,12302,2022-10-13,TT,44621319,528847,44065963,2022-10-13 21:35:14.029690,897877536,2022-10-12 00:00:00,257965,2191562174,1026591361,949181070,215789743,155995367,73366486,67517175,15111706,https://www.icmr.gov.in/,2786,12,2557,453594,85961,21950,561505,3398,12675,32194,48267,29,7,0,,,1332900000,Bihar,119520000
5,Chandigarh,99253,98040,1181,2022-10-13,TT,44621319,528847,44065963,2022-10-13 21:35:14.029690,897877536,2022-10-12 00:00:00,257965,2191562174,1026591361,949181070,215789743,2278544,1184563,984145,109836,https://www.icmr.gov.in/,2786,12,2557,453594,85961,21950,561505,0,23,18,41,5,5,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1176908,1162362,14137,2022-10-13,TT,44621319,528847,44065963,2022-10-13 21:35:14.029690,897877536,2022-10-12 00:00:00,257965,2191562174,1026591361,949181070,215789743,48839622,21250590,20247467,7341565,https://www.icmr.gov.in/,2786,12,2557,453594,85961,21950,561505,1405,4320,6815,12540,67,16,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11588,11583,4,2022-10-13,TT,44621319,528847,44065963,2022-10-13 21:35:14.029690,897877536,2022-10-12 00:00:00,257965,2191562174,1026591361,949181070,215789743,1571180,781668,632940,156572,https://www.icmr.gov.in/,2786,12,2557,453594,85961,21950,561505,30,8,76,114,1,1,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,2004391,1977452,26506,2022-10-13,TT,44621319,528847,44065963,2022-10-13 21:35:14.029690,897877536,2022-10-12 00:00:00,257965,2191562174,1026591361,949181070,215789743,37297423,18285789,15693980,3317654,https://www.icmr.gov.in/,2786,12,2557,453594,85961,21950,561505,463,1239,3308,5010,107,94,0,,,1332900000,Delhi,19814000
9,Goa,258395,254284,3966,2022-10-13,TT,44621319,528847,44065963,2022-10-13 21:35:14.029690,897877536,2022-10-12 00:00:00,257965,2191562174,1026591361,949181070,215789743,2868612,1439460,1294168,134984,https://www.icmr.gov.in/,2786,12,2557,453594,85961,21950,561505,11,34,86,131,39,31,0,,,1332900000,Goa,1540000
10,Gujarat,1275785,1263986,11037,2022-10-13,TT,44621319,528847,44065963,2022-10-13 21:35:14.029690,897877536,2022-10-12 00:00:00,257965,2191562174,1026591361,949181070,215789743,127230965,54371727,53938462,18920776,https://www.icmr.gov.in/,2786,12,2557,453594,85961,21950,561505,490,5876,30919,37285,111,81,0,,,1332900000,Gujarat,67936000
11,Haryana,1055386,1044459,10708,2022-10-13,TT,44621319,528847,44065963,2022-10-13 21:35:14.029690,897877536,2022-10-12 00:00:00,257965,2191562174,1026591361,949181070,215789743,45403025,23667340,19813085,1922600,https://www.icmr.gov.in/,2786,12,2557,453594,85961,21950,561505,105,328,912,1345,34,37,0,,,1332900000,Haryana,28672000
12,Himachal Pradesh,312347,308070,4210,2022-10-13,TT,44621319,528847,44065963,2022-10-13 21:35:14.029690,897877536,2022-10-12 00:00:00,257965,2191562174,1026591361,949181070,215789743,15118817,6634146,6301526,2183145,https://www.icmr.gov.in/,2786,12,2557,453594,85961,21950,561505,392,440,2002,2834,7,11,0,,,1332900000,Himachal Pradesh,7300000
13,Jammu and Kashmir,479229,474397,4785,2022-10-13,TT,44621319,528847,44065963,2022-10-13 21:35:14.029690,897877536,2022-10-12 00:00:00,257965,2191562174,1026591361,949181070,215789743,24635352,11366213,11761447,1507692,https://www.icmr.gov.in/,2786,12,2557,453594,85961,21950,561505,98,57,4360,4515,9,4,0,,,1332900000,Jammu and Kashmir,13203000
14,Jharkhand,442446,437048,5330,2022-10-13,TT,44621319,528847,44065963,2022-10-13 21:35:14.029690,897877536,2022-10-12 00:00:00,257965,2191562174,1026591361,949181070,215789743,43114736,23868659,17540258,1705819,https://www.icmr.gov.in/,2786,12,2557,453594,85961,21950,561505,4582,8240,13813,26635,7,5,0,,,1332900000,Jharkhand,37403000
15,Karnataka,4066176,4023040,40288,2022-10-13,TT,44621319,528847,44065963,2022-10-13 21:35:14.029690,897877536,2022-10-12 00:00:00,257965,2191562174,1026591361,949181070,215789743,120299891,55133228,55184409,9982254,https://www.icmr.gov.in/,2786,12,2557,453594,85961,21950,561505,1224,13543,59175,73942,208,146,0,,,1332900000,Karnataka,65798000
16,Kerala,6815057,6738863,71278,2022-10-13,TT,44621319,528847,44065963,2022-10-13 21:35:14.029690,897877536,2022-10-12 00:00:00,257965,2191562174,1026591361,949181070,215789743,57376966,29136982,25225571,3014413,https://www.icmr.gov.in/,2786,12,2557,453594,85961,21950,561505,240,808,382,1430,689,697,7,,,1332900000,Kerala,35125000
17,Ladakh,29367,29119,231,2022-10-13,TT,44621319,528847,44065963,2022-10-13 21:35:14.029690,897877536,2022-10-12 00:00:00,257965,2191562174,1026591361,949181070,215789743,559820,238192,203427,118201,https://www.icmr.gov.in/,2786,12,2557,453594,85961,21950,561505,1,7,145,153,3,5,0,,,1332900000,Ladakh,293000
18,Lakshadweep,11415,11363,52,2022-10-13,TT,44621319,528847,44065963,2022-10-13 21:35:14.029690,897877536,2022-10-12 00:00:00,257965,2191562174,1026591361,949181070,215789743,141890,61796,60381,19713,https://www.icmr.gov.in/,2786,12,2557,453594,85961,21950,561505,0,4,99,103,0,0,0,,,1332900000,Lakshadweep,68000
19,Maharashtra,8125845,7975024,148366,2022-10-13,TT,44621319,528847,44065963,2022-10-13 21:35:14.029690,897877536,2022-10-12 00:00:00,257965,2191562174,1026591361,949181070,215789743,177272601,91602773,76436891,9232937,https://www.icmr.gov.in/,2786,12,2557,453594,85961,21950,561505,1665,4354,10490,16509,476,404,4,,,1332900000,Maharashtra,122153000
20,Manipur,139833,137672,2149,2022-10-13,TT,44621319,528847,44065963,2022-10-13 21:35:14.029690,897877536,2022-10-12 00:00:00,257965,2191562174,1026591361,949181070,215789743,3245036,1645369,1329432,270235,https://www.icmr.gov.in/,2786,12,2557,453594,85961,21950,561505,138,409,310,857,2,6,0,,,1332900000,Manipur,3103000
21,Meghalaya,96727,95079,1622,2022-10-13,TT,44621319,528847,44065963,2022-10-13 21:35:14.029690,897877536,2022-10-12 00:00:00,257965,2191562174,1026591361,949181070,215789743,2611519,1444612,1084230,82677,https://www.icmr.gov.in/,2786,12,2557,453594,85961,21950,561505,24,103,111,238,3,3,0,,,1332900000,Meghalaya,3224000
22,Mizoram,238633,237834,723,2022-10-13,TT,44621319,528847,44065963,2022-10-13 21:35:14.029690,897877536,2022-10-12 00:00:00,257965,2191562174,1026591361,949181070,215789743,1782563,893783,746023,142757,https://www.icmr.gov.in/,2786,12,2557,453594,85961,21950,561505,70,107,115,292,33,17,0,,,1332900000,Mizoram,1192000
23,Madhya Pradesh,1054487,1043618,10773,2022-10-13,TT,44621319,528847,44065963,2022-10-13 21:35:14.029690,897877536,2022-10-12 00:00:00,257965,2191562174,1026591361,949181070,215789743,133231882,60730647,59139785,13361450,https://www.icmr.gov.in/,2786,12,2557,453594,85961,21950,561505,176,793,15851,16820,18,11,0,,,1332900000,Madhya Pradesh,82232000
24,Nagaland,35966,35180,781,2022-10-13,TT,44621319,528847,44065963,2022-10-13 21:35:14.029690,897877536,2022-10-12 00:00:00,257965,2191562174,1026591361,949181070,215789743,1731100,922745,742347,66008,https://www.icmr.gov.in/,2786,12,2557,453594,85961,21950,561505,133,55,251,439,0,0,0,,,1332900000,Nagaland,2150000
25,Odisha,1335153,1325318,9199,2022-10-13,TT,44621319,528847,44065963,2022-10-13 21:35:14.029690,897877536,2022-10-12 00:00:00,257965,2191562174,1026591361,949181070,215789743,80861128,35237813,32962805,12660510,https://www.icmr.gov.in/,2786,12,2557,453594,85961,21950,561505,955,2982,41062,44999,103,113,0,,,1332900000,Odisha,43671000
26,Puducherry,174937,172797,1974,2022-10-13,TT,44621319,528847,44065963,2022-10-13 21:35:14.029690,897877536,2022-10-12 00:00:00,257965,2191562174,1026591361,949181070,215789743,2246238,993534,858879,393825,https://www.icmr.gov.in/,2786,12,2557,453594,85961,21950,561505,57,520,615,1192,43,49,0,,,1332900000,Puducherry,1504000
27,Punjab,782265,764170,17918,2022-10-13,TT,44621319,528847,44065963,2022-10-13 21:35:14.029690,897877536,2022-10-12 00:00:00,257965,2191562174,1026591361,949181070,215789743,46855818,24139054,20932064,1784700,https://www.icmr.gov.in/,2786,12,2557,453594,85961,21950,561505,507,1680,2366,4553,23,17,0,,,1332900000,Punjab,29859000
28,Rajasthan,1313610,1303654,9644,2022-10-13,TT,44621319,528847,44065963,2022-10-13 21:35:14.029690,897877536,2022-10-12 00:00:00,257965,2191562174,1026591361,949181070,215789743,114769180,56966660,50741227,7061293,https://www.icmr.gov.in/,2786,12,2557,453594,85961,21950,561505,2231,5663,13390,21284,55,17,0,,,1332900000,Rajasthan,77264000
29,Sikkim,44232,43704,498,2022-10-13,TT,44621319,528847,44065963,2022-10-13 21:35:14.029690,897877536,2022-10-12 00:00:00,257965,2191562174,1026591361,949181070,215789743,1355247,591778,554413,209056,https://www.icmr.gov.in/,2786,12,2557,453594,85961,21950,561505,0,4,15,19,6,3,0,,,1332900000,Sikkim,664000
30,Tamil Nadu,3587861,3545467,38048,2022-10-13,TT,44621319,528847,44065963,2022-10-13 21:35:14.029690,897877536,2022-10-12 00:00:00,257965,2191562174,1026591361,949181070,215789743,126988055,61138448,56998690,8850917,https://www.icmr.gov.in/,2786,12,2557,453594,85961,21950,561505,1781,7785,11606,21172,302,406,0,,,1332900000,Tamil Nadu,75695000
31,Telangana,838779,834132,4111,2022-10-13,TT,44621319,528847,44065963,2022-10-13 21:35:14.029690,897877536,2022-10-12 00:00:00,257965,2191562174,1026591361,949181070,215789743,76159879,32420669,31465668,12273542,https://www.icmr.gov.in/,2786,12,2557,453594,85961,21950,561505,451,4733,90264,95448,83,61,0,,,1332900000,Telangana,37220000
32,Tripura,107862,106866,939,2022-10-13,TT,44621319,528847,44065963,2022-10-13 21:35:14.029690,897877536,2022-10-12 00:00:00,257965,2191562174,1026591361,949181070,215789743,5898346,2915513,2518213,464620,https://www.icmr.gov.in/,2786,12,2557,453594,85961,21950,561505,19,85,387,491,25,0,0,,,1332900000,Tripura,3992000
