"","COVID-19 STATUS AS ON 18/08/2022","","","","","","","","","","","","","",""
"SNo.","District","Positive Cases","","","","","","","","","","Active","","","Deaths"
"","","TODAY","","","","","","","Cumulative","","","","","Recovered",""
"","","Local","","Non-Local","","Total","","Grand 
Total","","","","","","",""
"","","Travelers","Others","Travelers","Others","Travelers","Others","","Local","Non- 
Local","Total","","Today","Cumulati
ve",""
"1","LEH","0","6","1","2","1","8","9","13071","10724","23795","66","8","23560","169"
"2","KARGIL","0","0","0","0","0","0","0","4215","1112","5327","5","0","5262","60"
"","Total","0","6","1","2","1","8","9","17286","11836","29122","71","8","28822","229"
