,Unnamed: 0,Unnamed: 0.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,2021-11-06,HP,114,6,231,0,907,22152,0,0,809.0,20.0,1469.0,0,10287.0,204057.0,0.0,Bilaspur,10,0,24,,59,1002,0,0,71.0,0.0,116.0,0.0,464.0,9588.0,0,382056,,,,14434,85,14224,,323662,244175,0,1,2021-11-06 17:34,7300000,,,,224830,3757,219681,,5723600,3639665,0,17,17.0,1.0
1,1,1,2021-11-06,HP,114,6,231,0,907,22152,0,0,809.0,20.0,1469.0,0,10287.0,204057.0,0.0,Chamba,3,0,4,,259,4220,0,0,8.0,0.0,22.0,0.0,1494.0,24383.0,0,518844,,,,13695,160,13512,,365606,220780,0,2,2021-11-06 17:34,7300000,,,,224830,3757,219681,,5723600,3639665,0,17,17.0,2.0
2,2,2,2021-11-06,HP,114,6,231,0,907,22152,0,0,809.0,20.0,1469.0,0,10287.0,204057.0,0.0,Hamirpur,24,2,29,,65,1417,0,0,149.0,2.0,272.0,0.0,462.0,11908.0,0,454293,,,,17517,289,16963,,377794,281019,0,1,2021-11-06 17:34,7300000,,,,224830,3757,219681,,5723600,3639665,0,17,17.0,1.0
3,3,3,2021-11-06,HP,114,6,231,0,907,22152,0,0,809.0,20.0,1469.0,0,10287.0,204057.0,0.0,Kangra,44,3,98,,17,3391,0,0,316.0,12.0,665.0,0.0,2172.0,38087.0,0,1507223,,,,51094,1136,49429,,1184733,763818,0,5,2021-11-06 17:34,7300000,,,,224830,3757,219681,,5723600,3639665,0,17,17.0,5.0
4,4,4,2021-11-06,HP,114,6,231,0,907,22152,0,0,809.0,20.0,1469.0,0,10287.0,204057.0,0.0,Kinnaur,1,0,0,,2,57,0,0,8.0,0.0,4.0,0.0,35.0,357.0,0,84298,,,,3515,38,3468,,79708,63566,0,0,2021-11-06 17:34,7300000,,,,224830,3757,219681,,5723600,3639665,0,17,17.0,0.0
5,5,5,2021-11-06,HP,114,6,231,0,907,22152,0,0,809.0,20.0,1469.0,0,10287.0,204057.0,0.0,Kullu,0,0,1,,34,559,0,0,13.0,0.0,20.0,0.0,681.0,9733.0,0,437474,,,,9705,158,9513,,351942,213282,0,2,2021-11-06 17:34,7300000,,,,224830,3757,219681,,5723600,3639665,0,17,17.0,2.0
6,6,6,2021-11-06,HP,114,6,231,0,907,22152,0,0,809.0,20.0,1469.0,0,10287.0,204057.0,0.0,Lahaul and Spiti,0,0,0,,0,0,0,0,1.0,0.0,0.0,0.0,15.0,288.0,0,31528,,,,2954,18,2935,,31935,21274,0,0,2021-11-06 17:34,7300000,,,,224830,3757,219681,,5723600,3639665,0,17,17.0,0.0
7,7,7,2021-11-06,HP,114,6,231,0,907,22152,0,0,809.0,20.0,1469.0,0,10287.0,204057.0,0.0,Mandi,12,0,23,,7,229,0,0,87.0,3.0,140.0,0.0,999.0,26892.0,0,999518,,,,31689,451,31118,,776142,503972,0,0,2021-11-06 17:34,7300000,,,,224830,3757,219681,,5723600,3639665,0,17,17.0,0.0
8,8,8,2021-11-06,HP,114,6,231,0,907,22152,0,0,809.0,20.0,1469.0,0,10287.0,204057.0,0.0,Shimla,8,0,14,,119,3128,0,0,52.0,1.0,83.0,0.0,1418.0,31040.0,0,813384,,,,27597,642,26860,,679739,441992,0,4,2021-11-06 17:34,7300000,,,,224830,3757,219681,,5723600,3639665,0,17,17.0,4.0
9,9,9,2021-11-06,HP,114,6,231,0,907,22152,0,0,809.0,20.0,1469.0,0,10287.0,204057.0,0.0,Sirmaur,1,0,0,,176,3666,0,0,2.0,0.0,0.0,0.0,1179.0,21506.0,0,530164,,,,15458,211,15244,,424920,229952,0,0,2021-11-06 17:34,7300000,,,,224830,3757,219681,,5723600,3639665,0,17,17.0,0.0
10,10,10,2021-11-06,HP,114,6,231,0,907,22152,0,0,809.0,20.0,1469.0,0,10287.0,204057.0,0.0,Solan,1,0,4,,99,2487,0,0,11.0,0.0,18.0,0.0,766.0,15053.0,0,576670,,,,22824,314,22488,,691896,354190,0,0,2021-11-06 17:34,7300000,,,,224830,3757,219681,,5723600,3639665,0,17,17.0,0.0
11,11,11,2021-11-06,HP,114,6,231,0,907,22152,0,0,809.0,20.0,1469.0,0,10287.0,204057.0,0.0,Una,10,1,34,,70,1996,0,0,91.0,2.0,129.0,0.0,602.0,15222.0,0,521057,,,,14348,255,13927,,435523,301645,0,2,2021-11-06 17:34,7300000,,,,224830,3757,219681,,5723600,3639665,0,17,17.0,2.0
