,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,2021-11-06,PB,21,0,21,15282,20207,41546,0,142.0,4.0,170.0,165105.0,75777.0,124906.0,Amritsar,0,0,4,,1455,1986,0,14.0,0.0,24.0,,5505.0,6782.0,2490891,,,,47389,1598,45780,,1268346,453018,2022-01-04T15:41:04.441417+05:30,29859000,,,,602517,16562,585736,15560368,16014428,6358829,0,0,0,0,0
1,1,1,1,2021-11-06,PB,21,0,21,15282,20207,41546,0,142.0,4.0,170.0,165105.0,75777.0,124906.0,Barnala,0,0,0,,908,907,0,0.0,0.0,3.0,,4554.0,3022.0,596294,,,,5950,244,5699,,332389,106928,2022-01-04T15:41:04.441417+05:30,29859000,,,,602517,16562,585736,15560368,16014428,6358829,0,0,0,0,0
2,2,2,2,2021-11-06,PB,21,0,21,15282,20207,41546,0,142.0,4.0,170.0,165105.0,75777.0,124906.0,Bathinda,0,0,0,,1179,1363,0,4.0,0.0,7.0,,4180.0,3965.0,1388859,,,,41731,1042,40675,,627674,206094,2022-01-04T15:41:04.441417+05:30,29859000,,,,602517,16562,585736,15560368,16014428,6358829,0,0,0,0,0
3,3,3,3,2021-11-06,PB,21,0,21,15282,20207,41546,0,142.0,4.0,170.0,165105.0,75777.0,124906.0,Faridkot,0,0,2,,437,1121,0,2.0,0.0,8.0,,1425.0,2920.0,618008,,,,13928,315,13609,,331925,131332,2022-01-04T15:41:04.441417+05:30,29859000,,,,602517,16562,585736,15560368,16014428,6358829,0,0,0,0,0
4,4,4,4,2021-11-06,PB,21,0,21,15282,20207,41546,0,142.0,4.0,170.0,165105.0,75777.0,124906.0,Fatehgarh Sahib,0,0,0,,144,528,0,3.0,0.0,1.0,,1317.0,3026.0,599814,,,,8879,335,8539,,356229,138256,2022-01-04T15:41:04.441417+05:30,29859000,,,,602517,16562,585736,15560368,16014428,6358829,0,0,0,0,0
5,5,5,5,2021-11-06,PB,21,0,21,15282,20207,41546,0,142.0,4.0,170.0,165105.0,75777.0,124906.0,Fazilka,0,0,0,,360,575,0,6.0,0.0,7.0,,2031.0,2584.0,1180483,,,,20276,528,19735,,491862,133926,2022-01-04T15:41:04.441417+05:30,29859000,,,,602517,16562,585736,15560368,16014428,6358829,0,0,0,0,0
6,6,6,6,2021-11-06,PB,21,0,21,15282,20207,41546,0,142.0,4.0,170.0,165105.0,75777.0,124906.0,Ferozepur,0,0,0,,509,851,0,9.0,0.0,7.0,,2319.0,3179.0,2026831,,,,14352,504,13836,,478532,131149,2022-01-04T15:41:04.441417+05:30,29859000,,,,602517,16562,585736,15560368,16014428,6358829,0,0,0,0,0
7,7,7,7,2021-11-06,PB,21,0,21,15282,20207,41546,0,142.0,4.0,170.0,165105.0,75777.0,124906.0,Gurdaspur,2,0,0,,3019,8400,0,3.0,0.0,4.0,,9983.0,19547.0,2299026,,,,22384,801,21580,,871657,434547,2022-01-04T15:41:04.441417+05:30,29859000,,,,602517,16562,585736,15560368,16014428,6358829,0,0,0,0,0
8,8,8,8,2021-11-06,PB,21,0,21,15282,20207,41546,0,142.0,4.0,170.0,165105.0,75777.0,124906.0,Hoshiarpur,1,0,1,,902,3199,0,11.0,1.0,8.0,,2538.0,8488.0,1582793,,,,30831,986,29834,,1003087,582993,2022-01-04T15:41:04.441417+05:30,29859000,,,,602517,16562,585736,15560368,16014428,6358829,0,0,0,0,0
9,9,9,9,2021-11-06,PB,21,0,21,15282,20207,41546,0,142.0,4.0,170.0,165105.0,75777.0,124906.0,Jalandhar,4,0,2,,863,3051,0,17.0,0.0,23.0,,4752.0,12190.0,2181753,,,,63412,1496,61886,,1438138,693053,2022-01-04T15:41:04.441417+05:30,29859000,,,,602517,16562,585736,15560368,16014428,6358829,0,0,0,0,0
10,10,10,10,2021-11-06,PB,21,0,21,15282,20207,41546,0,142.0,4.0,170.0,165105.0,75777.0,124906.0,Kapurthala,0,0,0,,603,1216,0,2.0,0.0,0.0,,1985.0,3378.0,817668,,,,17854,556,17294,,467177,190680,2022-01-04T15:41:04.441417+05:30,29859000,,,,602517,16562,585736,15560368,16014428,6358829,0,0,0,0,0
11,11,11,11,2021-11-06,PB,21,0,21,15282,20207,41546,0,142.0,4.0,170.0,165105.0,75777.0,124906.0,Ludhiana,0,0,3,,3633,5463,0,12.0,0.0,16.0,,11125.0,14078.0,3487882,,,,87620,2106,85496,,2484444,957203,2022-01-04T15:41:04.441417+05:30,29859000,,,,602517,16562,585736,15560368,16014428,6358829,0,0,0,0,0
