,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,2021-11-06,MN,46,1,57,0,153,749,0,379.0,11.0,375.0,12169.0,4142.0,36544.0,Bishnupur,0.0,0.0,,0.0,0,0,0,3.0,0.0,,,214.0,4740.0,240363,,,,9158.0,190.0,,70185.0,129116,69531,2021-11-07 07:27:14.187229,3103000,,,,124047,1931,121415,,1252873,751674,0,0,0,0,0
1,1,1,1,2021-11-06,MN,46,1,57,0,153,749,0,379.0,11.0,375.0,12169.0,4142.0,36544.0,CAPF Personnel,,,,,0,0,0,,,,,,,0,,,,,,,,0,0,2021-11-07 07:27:14.187229,3103000,,,,124047,1931,121415,,1252873,751674,0,0,0,0,0
2,2,2,2,2021-11-06,MN,46,1,57,0,153,749,0,379.0,11.0,375.0,12169.0,4142.0,36544.0,Chandel,0.0,0.0,,0.0,6,23,0,5.0,1.0,,,73.0,827.0,144028,,,,2337.0,39.0,,31421.0,26702,15890,2021-11-07 07:27:14.187229,3103000,,,,124047,1931,121415,,1252873,751674,0,0,0,0,0
3,3,3,3,2021-11-06,MN,46,1,57,0,153,749,0,379.0,11.0,375.0,12169.0,4142.0,36544.0,Churachandpur,0.0,0.0,,0.0,12,164,0,8.0,1.0,,102623.0,276.0,2898.0,271274,,,,10140.0,161.0,,116165.0,104496,64736,2021-11-07 07:27:14.187229,3103000,,,,124047,1931,121415,,1252873,751674,0,0,0,0,0
4,4,4,4,2021-11-06,MN,46,1,57,0,153,749,0,379.0,11.0,375.0,12169.0,4142.0,36544.0,Imphal East,0.0,0.0,,0.0,0,0,0,53.0,2.0,,,1105.0,8852.0,452661,,,,27439.0,459.0,,238265.0,252548,156537,2021-11-07 07:27:14.187229,3103000,,,,124047,1931,121415,,1252873,751674,0,0,0,0,0
5,5,5,5,2021-11-06,MN,46,1,57,0,153,749,0,379.0,11.0,375.0,12169.0,4142.0,36544.0,Imphal West,0.0,0.0,,0.0,0,0,0,126.0,1.0,,,819.0,6951.0,514683,,,,43193.0,640.0,,430768.0,309527,205514,2021-11-07 07:27:14.187229,3103000,,,,124047,1931,121415,,1252873,751674,0,0,0,0,0
6,6,6,6,2021-11-06,MN,46,1,57,0,153,749,0,379.0,11.0,375.0,12169.0,4142.0,36544.0,Jiribam,0.0,0.0,,0.0,0,2,0,1.0,0.0,,,88.0,1645.0,43818,,,,1022.0,7.0,,27092.0,27999,18907,2021-11-07 07:27:14.187229,3103000,,,,124047,1931,121415,,1252873,751674,0,0,0,0,0
7,7,7,7,2021-11-06,MN,46,1,57,0,153,749,0,379.0,11.0,375.0,12169.0,4142.0,36544.0,Kakching,0.0,0.0,,0.0,0,1,0,2.0,0.0,,,88.0,1035.0,135481,,,,6400.0,111.0,,58833.0,84790,50688,2021-11-07 07:27:14.187229,3103000,,,,124047,1931,121415,,1252873,751674,0,0,0,0,0
8,8,8,8,2021-11-06,MN,46,1,57,0,153,749,0,379.0,11.0,375.0,12169.0,4142.0,36544.0,Kamjong,0.0,0.0,,0.0,0,13,0,10.0,0.0,,,85.0,638.0,45616,,,,932.0,5.0,,13305.0,10512,5637,2021-11-07 07:27:14.187229,3103000,,,,124047,1931,121415,,1252873,751674,0,0,0,0,0
9,9,9,9,2021-11-06,MN,46,1,57,0,153,749,0,379.0,11.0,375.0,12169.0,4142.0,36544.0,Kangpokpi,0.0,0.0,,0.0,60,201,0,0.0,0.0,,,346.0,1141.0,0,,,,2780.0,61.0,,40189.0,39300,20130,2021-11-07 07:27:14.187229,3103000,,,,124047,1931,121415,,1252873,751674,0,0,0,0,0
