,Unnamed: 0,Unnamed: 0.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
10,10,10,2021-11-06,MH,661,10,896,70179,16109,33385,0,0,6856.0,176.0,8859.0,615882.0,553214.0,488683.0,0.0,Gondia,0,0,0,,6,9,0,0,0.0,0.0,0.0,,2278.0,7556.0,0,1322331,,,7 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,40519,569,39941,,891207,477491,0,7,2022-01-23 08:43:10.698760,122153000,2022-01-23 08:43:10.699593,,3631 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6616762,140372,6458045,63175053,67695928,31430817,0,3631,3631.0,7.0
11,11,11,2021-11-06,MH,661,10,896,70179,16109,33385,0,0,6856.0,176.0,8859.0,615882.0,553214.0,488683.0,0.0,Hingoli,0,0,0,,41,63,0,0,2.0,0.0,10.0,,9973.0,3902.0,0,1178973,,,1 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,18477,506,17959,,546956,204736,0,1,2022-01-23 08:43:10.698760,122153000,2022-01-23 08:43:10.699593,,3631 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6616762,140372,6458045,63175053,67695928,31430817,0,3631,3631.0,1.0
12,12,12,2021-11-06,MH,661,10,896,70179,16109,33385,0,0,6856.0,176.0,8859.0,615882.0,553214.0,488683.0,0.0,Jalgaon,2,0,2,,309,357,0,0,9.0,0.0,13.0,,8970.0,6062.0,0,4224442,,,32 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,139943,2714,137189,,2094065,705587,0,32,2022-01-23 08:43:10.698760,122153000,2022-01-23 08:43:10.699593,,3631 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6616762,140372,6458045,63175053,67695928,31430817,0,3631,3631.0,32.0
13,13,13,2021-11-06,MH,661,10,896,70179,16109,33385,0,0,6856.0,176.0,8859.0,615882.0,553214.0,488683.0,0.0,Jalna,1,0,10,,18,18,0,0,13.0,1.0,15.0,,13538.0,6039.0,0,1958483,,,1 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,60628,1210,59397,,1094670,419845,0,1,2022-01-23 08:43:10.698760,122153000,2022-01-23 08:43:10.699593,,3631 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6616762,140372,6458045,63175053,67695928,31430817,0,3631,3631.0,1.0
14,14,14,2021-11-06,MH,661,10,896,70179,16109,33385,0,0,6856.0,176.0,8859.0,615882.0,553214.0,488683.0,0.0,Kolhapur,8,0,6,,279,670,0,0,56.0,0.0,46.0,,2615.0,5600.0,0,3874015,,,5 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,206715,5847,200740,,2539194,1048592,0,5,2022-01-23 08:43:10.698760,122153000,2022-01-23 08:43:10.699593,,3631 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6616762,140372,6458045,63175053,67695928,31430817,0,3631,3631.0,5.0
15,15,15,2021-11-06,MH,661,10,896,70179,16109,33385,0,0,6856.0,176.0,8859.0,615882.0,553214.0,488683.0,0.0,Latur,1,0,0,,351,399,0,0,27.0,1.0,60.0,,22434.0,10357.0,0,2455543,,,6 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,92155,2437,89668,,1200234,516549,0,6,2022-01-23 08:43:10.698760,122153000,2022-01-23 08:43:10.699593,,3631 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6616762,140372,6458045,63175053,67695928,31430817,0,3631,3631.0,6.0
16,16,16,2021-11-06,MH,661,10,896,70179,16109,33385,0,0,6856.0,176.0,8859.0,615882.0,553214.0,488683.0,0.0,Mumbai,176,4,467,,560,3630,0,0,1774.0,29.0,2713.0,,38256.0,89002.0,0,12442373,,,2521 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,758215,16273,735602,,9151146,5650666,0,2521,2022-01-23 08:43:10.698760,122153000,2022-01-23 08:43:10.699593,,3631 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6616762,140372,6458045,63175053,67695928,31430817,0,3631,3631.0,2521.0
17,17,17,2021-11-06,MH,661,10,896,70179,16109,33385,0,0,6856.0,176.0,8859.0,615882.0,553214.0,488683.0,0.0,Nagpur,4,0,0,,853,1269,0,0,24.0,0.0,57.0,,20609.0,27763.0,0,4653171,,,71 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,493627,9128,484386,,3024009,1485293,0,71,2022-01-23 08:43:10.698760,122153000,2022-01-23 08:43:10.699593,,3631 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6616762,140372,6458045,63175053,67695928,31430817,0,3631,3631.0,71.0
18,18,18,2021-11-06,MH,661,10,896,70179,16109,33385,0,0,6856.0,176.0,8859.0,615882.0,553214.0,488683.0,0.0,Nanded,4,0,3,,1790,1153,0,0,16.0,0.0,20.0,,52167.0,19812.0,0,3356566,,,7 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,90423,2658,87738,,1603905,578006,0,7,2022-01-23 08:43:10.698760,122153000,2022-01-23 08:43:10.699593,,3631 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6616762,140372,6458045,63175053,67695928,31430817,0,3631,3631.0,7.0
19,19,19,2021-11-06,MH,661,10,896,70179,16109,33385,0,0,6856.0,176.0,8859.0,615882.0,553214.0,488683.0,0.0,Nandurbar,0,0,0,,475,182,0,0,1.0,0.0,1.0,,47037.0,21564.0,0,1646177,,,3 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,40007,948,39055,,770149,363440,0,3,2022-01-23 08:43:10.698760,122153000,2022-01-23 08:43:10.699593,,3631 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6616762,140372,6458045,63175053,67695928,31430817,0,3631,3631.0,3.0
20,20,20,2021-11-06,MH,661,10,896,70179,16109,33385,0,0,6856.0,176.0,8859.0,615882.0,553214.0,488683.0,0.0,Nashik,30,0,44,,495,869,0,0,366.0,5.0,276.0,,44226.0,18351.0,0,6109052,,,1 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,410987,8681,401662,,3513156,1317000,0,1,2022-01-23 08:43:10.698760,122153000,2022-01-23 08:43:10.699593,,3631 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6616762,140372,6458045,63175053,67695928,31430817,0,3631,3631.0,1.0
21,21,21,2021-11-06,MH,661,10,896,70179,16109,33385,0,0,6856.0,176.0,8859.0,615882.0,553214.0,488683.0,0.0,Osmanabad,1,0,0,,2,0,0,0,57.0,6.0,73.0,,24108.0,5607.0,0,1660311,,,116 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,67869,1969,65647,,821751,312778,0,116,2022-01-23 08:43:10.698760,122153000,2022-01-23 08:43:10.699593,,3631 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6616762,140372,6458045,63175053,67695928,31430817,0,3631,3631.0,116.0
22,22,22,2021-11-06,MH,661,10,896,70179,16109,33385,0,0,6856.0,176.0,8859.0,615882.0,553214.0,488683.0,0.0,Other State,0,0,0,,0,0,0,0,0.0,0.0,0.0,,,,0,0,,,2 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,144,111,31,,0,0,0,2,2022-01-23 08:43:10.698760,122153000,2022-01-23 08:43:10.699593,,3631 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6616762,140372,6458045,63175053,67695928,31430817,0,3631,3631.0,2.0
23,23,23,2021-11-06,MH,661,10,896,70179,16109,33385,0,0,6856.0,176.0,8859.0,615882.0,553214.0,488683.0,0.0,Palghar,20,0,0,,1511,5856,0,0,164.0,7.0,200.0,,11891.0,25963.0,0,2990116,,,14 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,138149,3289,134503,,1880227,702955,0,14,2022-01-23 08:43:10.698760,122153000,2022-01-23 08:43:10.699593,,3631 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6616762,140372,6458045,63175053,67695928,31430817,0,3631,3631.0,14.0
24,24,24,2021-11-06,MH,661,10,896,70179,16109,33385,0,0,6856.0,176.0,8859.0,615882.0,553214.0,488683.0,0.0,Parbhani,6,0,0,,427,217,0,0,18.0,0.0,15.0,,21608.0,8605.0,0,1835982,,,19 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,52380,1233,51092,,923466,385427,0,19,2022-01-23 08:43:10.698760,122153000,2022-01-23 08:43:10.699593,,3631 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6616762,140372,6458045,63175053,67695928,31430817,0,3631,3631.0,19.0
25,25,25,2021-11-06,MH,661,10,896,70179,16109,33385,0,0,6856.0,176.0,8859.0,615882.0,553214.0,488683.0,0.0,Pune,134,1,139,,1439,5000,0,0,1462.0,21.0,1765.0,,18593.0,41805.0,0,9426959,,,349 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,1155993,19615,1132866,,7858823,4301728,0,349,2022-01-23 08:43:10.698760,122153000,2022-01-23 08:43:10.699593,,3631 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6616762,140372,6458045,63175053,67695928,31430817,0,3631,3631.0,349.0
26,26,26,2021-11-06,MH,661,10,896,70179,16109,33385,0,0,6856.0,176.0,8859.0,615882.0,553214.0,488683.0,0.0,Raigad,39,0,43,,354,1408,0,0,263.0,2.0,217.0,,7086.0,14257.0,0,2635394,,,7 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,196195,4553,190942,,1866267,787956,0,7,2022-01-23 08:43:10.698760,122153000,2022-01-23 08:43:10.699593,,3631 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6616762,140372,6458045,63175053,67695928,31430817,0,3631,3631.0,7.0
27,27,27,2021-11-06,MH,661,10,896,70179,16109,33385,0,0,6856.0,176.0,8859.0,615882.0,553214.0,488683.0,0.0,Ratnagiri,8,2,10,,62,56,0,0,54.0,9.0,114.0,,2886.0,3235.0,0,1612672,,,5 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,78996,2487,76392,,922954,391714,0,5,2022-01-23 08:43:10.698760,122153000,2022-01-23 08:43:10.699593,,3631 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6616762,140372,6458045,63175053,67695928,31430817,0,3631,3631.0,5.0
28,28,28,2021-11-06,MH,661,10,896,70179,16109,33385,0,0,6856.0,176.0,8859.0,615882.0,553214.0,488683.0,0.0,Sangli,7,0,0,,123,362,0,0,78.0,1.0,291.0,,2060.0,4474.0,0,2820575,,,9 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,209830,5614,203964,,1812912,807231,0,9,2022-01-23 08:43:10.698760,122153000,2022-01-23 08:43:10.699593,,3631 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6616762,140372,6458045,63175053,67695928,31430817,0,3631,3631.0,9.0
29,29,29,2021-11-06,MH,661,10,896,70179,16109,33385,0,0,6856.0,176.0,8859.0,615882.0,553214.0,488683.0,0.0,Satara,18,0,0,,78,324,0,0,205.0,15.0,249.0,,3961.0,9772.0,0,3003922,,,31 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,250584,6442,243727,,1967466,874671,0,31,2022-01-23 08:43:10.698760,122153000,2022-01-23 08:43:10.699593,,3631 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6616762,140372,6458045,63175053,67695928,31430817,0,3631,3631.0,31.0
30,30,30,2021-11-06,MH,661,10,896,70179,16109,33385,0,0,6856.0,176.0,8859.0,615882.0,553214.0,488683.0,0.0,Sindhudurg,3,1,9,,0,0,0,0,64.0,3.0,180.0,,2110.0,2381.0,0,848868,,,15 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,52835,1437,51161,,527007,281431,0,15,2022-01-23 08:43:10.698760,122153000,2022-01-23 08:43:10.699593,,3631 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6616762,140372,6458045,63175053,67695928,31430817,0,3631,3631.0,15.0
31,31,31,2021-11-06,MH,661,10,896,70179,16109,33385,0,0,6856.0,176.0,8859.0,615882.0,553214.0,488683.0,0.0,Solapur,13,1,1,,53,59,0,0,224.0,11.0,278.0,,24178.0,9258.0,0,4315527,,,110 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,210639,5558,204635,,2260561,697946,0,110,2022-01-23 08:43:10.698760,122153000,2022-01-23 08:43:10.699593,,3631 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6616762,140372,6458045,63175053,67695928,31430817,0,3631,3631.0,110.0
32,32,32,2021-11-06,MH,661,10,896,70179,16109,33385,0,0,6856.0,176.0,8859.0,615882.0,553214.0,488683.0,0.0,Thane,104,0,156,,1738,6680,0,0,972.0,33.0,1175.0,,33932.0,53305.0,0,11060148,,,35 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,610947,11489,597791,,5515107,2798909,0,35,2022-01-23 08:43:10.698760,122153000,2022-01-23 08:43:10.699593,,3631 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6616762,140372,6458045,63175053,67695928,31430817,0,3631,3631.0,35.0
33,33,33,2021-11-06,MH,661,10,896,70179,16109,33385,0,0,6856.0,176.0,8859.0,615882.0,553214.0,488683.0,0.0,Wardha,0,0,0,,0,19,0,0,5.0,0.0,4.0,,3137.0,4307.0,0,1296157,,,165 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,57347,1217,55958,,758982,319141,0,165,2022-01-23 08:43:10.698760,122153000,2022-01-23 08:43:10.699593,,3631 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6616762,140372,6458045,63175053,67695928,31430817,0,3631,3631.0,165.0
34,34,34,2021-11-06,MH,661,10,896,70179,16109,33385,0,0,6856.0,176.0,8859.0,615882.0,553214.0,488683.0,0.0,Washim,0,0,0,,956,758,0,0,2.0,0.0,1.0,,12205.0,7917.0,0,1196714,,,3 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,41664,637,41021,,590231,329111,0,3,2022-01-23 08:43:10.698760,122153000,2022-01-23 08:43:10.699593,,3631 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6616762,140372,6458045,63175053,67695928,31430817,0,3631,3631.0,3.0
35,35,35,2021-11-06,MH,661,10,896,70179,16109,33385,0,0,6856.0,176.0,8859.0,615882.0,553214.0,488683.0,0.0,Yavatmal,0,0,0,,819,283,0,0,7.0,0.0,6.0,,26617.0,9352.0,0,2775457,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,75972,1798,74164,,1235350,504961,0,4,2022-01-23 08:43:10.698760,122153000,2022-01-23 08:43:10.699593,,3631 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6616762,140372,6458045,63175053,67695928,31430817,0,3631,3631.0,4.0
