,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,2021-11-06,UP,7,0,15,0,59031,113278,0,41.0,3.0,62.0,,979455.0,1259018.0,Agra,,,,,509,1532,0,,,,,11135.0,15961.0,4380793,,,,,,,,2183864,762082,2021-11-07 07:27:14.187229,224979000,,,,1710193,22903,1687207,,99098893,33879574,0,0,0,0,0
1,1,1,1,2021-11-06,UP,7,0,15,0,59031,113278,0,41.0,3.0,62.0,,979455.0,1259018.0,Aligarh,,,,,199,382,0,,,,,7872.0,11773.0,3673849,,,,,,,,1597361,510334,2021-11-07 07:27:14.187229,224979000,,,,1710193,22903,1687207,,99098893,33879574,0,0,0,0,0
2,2,2,2,2021-11-06,UP,7,0,15,0,59031,113278,0,41.0,3.0,62.0,,979455.0,1259018.0,Ambedkar Nagar,,,,,1151,2868,0,,,,,10083.0,17415.0,2398709,,,,,,,,1145213,367195,2021-11-07 07:27:14.187229,224979000,,,,1710193,22903,1687207,,99098893,33879574,0,0,0,0,0
3,3,3,3,2021-11-06,UP,7,0,15,0,59031,113278,0,41.0,3.0,62.0,,979455.0,1259018.0,Amethi,,,,,232,866,0,,,,,6891.0,16009.0,2549935,,,,,,,,1022180,391259,2021-11-07 07:27:14.187229,224979000,,,,1710193,22903,1687207,,99098893,33879574,0,0,0,0,0
4,4,4,4,2021-11-06,UP,7,0,15,0,59031,113278,0,41.0,3.0,62.0,,979455.0,1259018.0,Amroha,,,,,112,209,0,,,,,6840.0,9886.0,1838771,,,,,,,,877998,275485,2021-11-07 07:27:14.187229,224979000,,,,1710193,22903,1687207,,99098893,33879574,0,0,0,0,0
5,5,5,5,2021-11-06,UP,7,0,15,0,59031,113278,0,41.0,3.0,62.0,,979455.0,1259018.0,Auraiya,,,,,38,218,0,,,,,2817.0,5742.0,1372287,,,,,,,,617528,186517,2021-11-07 07:27:14.187229,224979000,,,,1710193,22903,1687207,,99098893,33879574,0,0,0,0,0
6,6,6,6,2021-11-06,UP,7,0,15,0,59031,113278,0,41.0,3.0,62.0,,979455.0,1259018.0,Ayodhya,,,,,99,310,0,,,,,7571.0,13868.0,2468371,,,,,,,,1278243,431598,2021-11-07 07:27:14.187229,224979000,,,,1710193,22903,1687207,,99098893,33879574,0,0,0,0,0
7,7,7,7,2021-11-06,UP,7,0,15,0,59031,113278,0,41.0,3.0,62.0,,979455.0,1259018.0,Azamgarh,,,,,3856,10740,0,,,,,25197.0,56813.0,4616509,,,,,,,,2188842,697526,2021-11-07 07:27:14.187229,224979000,,,,1710193,22903,1687207,,99098893,33879574,0,0,0,0,0
8,8,8,8,2021-11-06,UP,7,0,15,0,59031,113278,0,41.0,3.0,62.0,,979455.0,1259018.0,Baghpat,,,,,88,148,0,,,,,2724.0,10104.0,1302156,,,,,,,,694969,347223,2021-11-07 07:27:14.187229,224979000,,,,1710193,22903,1687207,,99098893,33879574,0,0,0,0,0
9,9,9,9,2021-11-06,UP,7,0,15,0,59031,113278,0,41.0,3.0,62.0,,979455.0,1259018.0,Bahraich,,,,,325,2583,0,,,,,13354.0,38324.0,2384239,,,,,,,,1764902,679313,2021-11-07 07:27:14.187229,224979000,,,,1710193,22903,1687207,,99098893,33879574,0,0,0,0,0
10,10,10,10,2021-11-06,UP,7,0,15,0,59031,113278,0,41.0,3.0,62.0,,979455.0,1259018.0,Ballia,,,,,1396,4713,0,,,,,9786.0,23435.0,3223642,,,,,,,,1443155,411606,2021-11-07 07:27:14.187229,224979000,,,,1710193,22903,1687207,,99098893,33879574,0,0,0,0,0
11,11,11,11,2021-11-06,UP,7,0,15,0,59031,113278,0,41.0,3.0,62.0,,979455.0,1259018.0,Balrampur,,,,,263,136,0,,,,,22230.0,10081.0,2149066,,,,,,,,1016567,448343,2021-11-07 07:27:14.187229,224979000,,,,1710193,22903,1687207,,99098893,33879574,0,0,0,0,0
12,12,12,12,2021-11-06,UP,7,0,15,0,59031,113278,0,41.0,3.0,62.0,,979455.0,1259018.0,Banda,,,,,298,360,0,,,,,12081.0,13484.0,1799541,,,,,,,,807498,249892,2021-11-07 07:27:14.187229,224979000,,,,1710193,22903,1687207,,99098893,33879574,0,0,0,0,0
13,13,13,13,2021-11-06,UP,7,0,15,0,59031,113278,0,41.0,3.0,62.0,,979455.0,1259018.0,Barabanki,,,,,162,693,0,,,,,17583.0,21709.0,3257983,,,,,,,,1607276,469957,2021-11-07 07:27:14.187229,224979000,,,,1710193,22903,1687207,,99098893,33879574,0,0,0,0,0
14,14,14,14,2021-11-06,UP,7,0,15,0,59031,113278,0,41.0,3.0,62.0,,979455.0,1259018.0,Bareilly,,,,,360,598,0,,,,,32178.0,19077.0,4465344,,,,,,,,2247550,768573,2021-11-07 07:27:14.187229,224979000,,,,1710193,22903,1687207,,99098893,33879574,0,0,0,0,0
15,15,15,15,2021-11-06,UP,7,0,15,0,59031,113278,0,41.0,3.0,62.0,,979455.0,1259018.0,Basti,,,,,991,2129,0,,,,,13301.0,19943.0,2461056,,,,,,,,1198981,414625,2021-11-07 07:27:14.187229,224979000,,,,1710193,22903,1687207,,99098893,33879574,0,0,0,0,0
16,16,16,16,2021-11-06,UP,7,0,15,0,59031,113278,0,41.0,3.0,62.0,,979455.0,1259018.0,Bhadohi,,,,,413,1751,0,,,,,5611.0,9103.0,1554203,,,,,,,,798699,253527,2021-11-07 07:27:14.187229,224979000,,,,1710193,22903,1687207,,99098893,33879574,0,0,0,0,0
17,17,17,17,2021-11-06,UP,7,0,15,0,59031,113278,0,41.0,3.0,62.0,,979455.0,1259018.0,Bijnor,,,,,238,654,0,,,,,11935.0,21129.0,3683896,,,,,,,,1768618,621610,2021-11-07 07:27:14.187229,224979000,,,,1710193,22903,1687207,,99098893,33879574,0,0,0,0,0
18,18,18,18,2021-11-06,UP,7,0,15,0,59031,113278,0,41.0,3.0,62.0,,979455.0,1259018.0,Budaun,,,,,17137,1584,0,,,,,63688.0,18173.0,3712738,,,,,,,,1471780,382116,2021-11-07 07:27:14.187229,224979000,,,,1710193,22903,1687207,,99098893,33879574,0,0,0,0,0
19,19,19,19,2021-11-06,UP,7,0,15,0,59031,113278,0,41.0,3.0,62.0,,979455.0,1259018.0,Bulandshahr,,,,,252,660,0,,,,,7402.0,16823.0,3498507,,,,,,,,1655385,663013,2021-11-07 07:27:14.187229,224979000,,,,1710193,22903,1687207,,99098893,33879574,0,0,0,0,0
20,20,20,20,2021-11-06,UP,7,0,15,0,59031,113278,0,41.0,3.0,62.0,,979455.0,1259018.0,Chandauli,,,,,195,875,0,,,,,7015.0,11398.0,1952713,,,,,,,,946422,249649,2021-11-07 07:27:14.187229,224979000,,,,1710193,22903,1687207,,99098893,33879574,0,0,0,0,0
21,21,21,21,2021-11-06,UP,7,0,15,0,59031,113278,0,41.0,3.0,62.0,,979455.0,1259018.0,Chitrakoot,,,,,66,154,0,,,,,4660.0,6422.0,990626,,,,,,,,451634,135043,2021-11-07 07:27:14.187229,224979000,,,,1710193,22903,1687207,,99098893,33879574,0,0,0,0,0
22,22,22,22,2021-11-06,UP,7,0,15,0,59031,113278,0,41.0,3.0,62.0,,979455.0,1259018.0,Deoria,,,,,486,2903,0,,,,,10200.0,26976.0,3098637,,,,,,,,1607153,564102,2021-11-07 07:27:14.187229,224979000,,,,1710193,22903,1687207,,99098893,33879574,0,0,0,0,0
23,23,23,23,2021-11-06,UP,7,0,15,0,59031,113278,0,41.0,3.0,62.0,,979455.0,1259018.0,Etah,,,,,226,105,0,,,,,11459.0,11025.0,1761152,,,,,,,,799659,224226,2021-11-07 07:27:14.187229,224979000,,,,1710193,22903,1687207,,99098893,33879574,0,0,0,0,0
24,24,24,24,2021-11-06,UP,7,0,15,0,59031,113278,0,41.0,3.0,62.0,,979455.0,1259018.0,Etawah,,,,,1136,300,0,,,,,25517.0,13440.0,1579160,,,,,,,,732902,266117,2021-11-07 07:27:14.187229,224979000,,,,1710193,22903,1687207,,99098893,33879574,0,0,0,0,0
25,25,25,25,2021-11-06,UP,7,0,15,0,59031,113278,0,41.0,3.0,62.0,,979455.0,1259018.0,Farrukhabad,,,,,189,341,0,,,,,4995.0,10700.0,1887577,,,,,,,,838738,240006,2021-11-07 07:27:14.187229,224979000,,,,1710193,22903,1687207,,99098893,33879574,0,0,0,0,0
26,26,26,26,2021-11-06,UP,7,0,15,0,59031,113278,0,41.0,3.0,62.0,,979455.0,1259018.0,Fatehpur,,,,,395,1473,0,,,,,5115.0,15240.0,2632684,,,,,,,,1251376,425192,2021-11-07 07:27:14.187229,224979000,,,,1710193,22903,1687207,,99098893,33879574,0,0,0,0,0
27,27,27,27,2021-11-06,UP,7,0,15,0,59031,113278,0,41.0,3.0,62.0,,979455.0,1259018.0,Firozabad,,,,,841,467,0,,,,,31017.0,21878.0,2496761,,,,,,,,1030360,347124,2021-11-07 07:27:14.187229,224979000,,,,1710193,22903,1687207,,99098893,33879574,0,0,0,0,0
28,28,28,28,2021-11-06,UP,7,0,15,0,59031,113278,0,41.0,3.0,62.0,,979455.0,1259018.0,Gautam Buddha Nagar,,,,,131,5308,0,,,,,7289.0,23574.0,1674714,,,,,,,,1806917,997111,2021-11-07 07:27:14.187229,224979000,,,,1710193,22903,1687207,,99098893,33879574,0,0,0,0,0
