Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeOtherNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeOtherNumberForState,cumulativeTestedNumberForState
2022-04-02,AP,Anantapur,,,,177610,1105,0,176451,,2022-04-02 23:55:30.229947,2022-04-02 23:55:30.230653,,,2319560,14730,2304628,0,33441365
2022-04-02,AP,Chittoor,,,,272392,2000,0,270381,,2022-04-02 23:55:30.229947,2022-04-02 23:55:30.230653,,,2319560,14730,2304628,0,33441365
2022-04-02,AP,East Godavari,,,,316580,1298,0,315230,,2022-04-02 23:55:30.229947,2022-04-02 23:55:30.230653,,,2319560,14730,2304628,0,33441365
2022-04-02,AP,Guntur,,,,203244,1277,0,201961,,2022-04-02 23:55:30.229947,2022-04-02 23:55:30.230653,,,2319560,14730,2304628,0,33441365
2022-04-02,AP,Y.S.R. Kadapa,,,,134888,652,0,134234,,2022-04-02 23:55:30.229947,2022-04-02 23:55:30.230653,,,2319560,14730,2304628,0,33441365
2022-04-02,AP,Krishna,,,,136896,1496,0,135388,,2022-04-02 23:55:30.229947,2022-04-02 23:55:30.230653,,,2319560,14730,2304628,0,33441365
2022-04-02,AP,Kurnool,,,,144244,867,0,143377,,2022-04-02 23:55:30.229947,2022-04-02 23:55:30.230653,,,2319560,14730,2304628,0,33441365
2022-04-02,AP,S.P.S. Nellore,,,,164372,1090,0,163273,,2022-04-02 23:55:30.229947,2022-04-02 23:55:30.230653,,,2319560,14730,2304628,0,33441365
2022-04-02,AP,Prakasam,,,,155937,1146,0,154788,,2022-04-02 23:55:30.229947,2022-04-02 23:55:30.230653,,,2319560,14730,2304628,0,33441365
2022-04-02,AP,Srikakulam,,,,133951,798,0,133143,,2022-04-02 23:55:30.229947,2022-04-02 23:55:30.230653,,,2319560,14730,2304628,0,33441365
2022-04-02,AP,Visakhapatnam,,,,190937,1184,0,189737,,2022-04-02 23:55:30.229947,2022-04-02 23:55:30.230653,,,2319560,14730,2304628,0,33441365
2022-04-02,AP,Vizianagaram,,,,92241,680,0,91556,,2022-04-02 23:55:30.229947,2022-04-02 23:55:30.230653,,,2319560,14730,2304628,0,33441365
2022-04-02,AP,West Godavari,,,,193373,1137,0,192214,,2022-04-02 23:55:30.229947,2022-04-02 23:55:30.230653,,,2319560,14730,2304628,0,33441365
2022-04-02,AP,Other States,,,,2461,0,0,2461,,2022-04-02 23:55:30.229947,2022-04-02 23:55:30.230653,,,2319560,14730,2304628,0,33441365
2022-04-02,AP,Other Countries,,,,434,0,0,434,,2022-04-02 23:55:30.229947,2022-04-02 23:55:30.230653,,,2319560,14730,2304628,0,33441365
