"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16903","16607","34","262"
"2","Chengalpattu","173011","169717","769","2525"
"3","Chennai","556649","546782","1286","8581"
"4","Coimbatore","248662","245035","1185","2442"
"5","Cuddalore","64315","63304","140","871"
"6","Dharmapuri","28680","28237","165","278"
"7","Dindigul","33175","32473","52","650"
"8","Erode","105410","103940","777","693"
"9","Kallakurichi","31516","31214","92","210"
"10","Kancheepuram","75358","73823","273","1262"
"11","Kanyakumari","62650","61422","175","1053"
"12","Karur","24400","23852","187","361"
"13","Krishnagiri","43743","43285","107","351"
"14","Madurai","75401","74088","134","1179"
"15","Mayiladuthurai","23335","22986","33","316"
"16","Nagapattinam","21223","20781","89","353"
"17","Namakkal","52933","51978","452","503"
"18","Nilgiris","33868","33468","187","213"
"19","Perambalur","12092","11829","19","244"
"20","Pudukottai","30290","29800","73","417"
"21","Ramanathapuram","20599","20219","21","359"
"22","Ranipet","43513","42702","36","775"
"23","Salem","100739","98512","533","1694"
"24","Sivagangai","20334","20043","83","208"
"25","Tenkasi","27379","26879","15","485"
"26","Thanjavur","75856","74552","320","984"
"27","Theni","43595","43062","12","521"
"28","Thirupathur","29360","28704","30","626"
"29","Thiruvallur","119874","117728","303","1843"
"30","Thiruvannamalai","55117","54368","80","669"
"31","Thiruvarur","41751","41121","175","455"
"32","Thoothukudi","56441","55958","74","409"
"33","Tirunelveli","49551","48999","119","433"
"34","Tiruppur","96416","94838","591","987"
"35","Trichy","78138","76693","375","1070"
"36","Vellore","50049","48809","104","1136"
"37","Villupuram","45964","45552","56","356"
"38","Virudhunagar","46369","45771","50","548"
"39","Airport Surveillance 
(International)","1031","1025","5","1"
"40","Airport Surveillance 
(Domestic)","1085","1084","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,17,203","26,71,668","9,211","36,324"
