District,Recovered,Deceased,Active
भदोही,8324,165,95
कुशीनगर,16065.0,235.0,86.0
बबजनौर,18164.0,139.0,79.0
मरुादाबाद,45957.0,366.0,78.0
प्रतापगढ़,16554.0,163.0,75.0
ब द,11901.0,165.0,74.0
अयोध्य,18530.0,290.0,73.0
मर्रु,25399.0,406.0,72.0
इट व,15654.0,296.0,64.0
सहारनपरु,38236.0,426.0,63.0
बस्ती,12678.0,336.0,61.0
चदंौली,17427.0,376.0,61.0
फर्रख ब द,11785.0,197.0,60.0
कौश म्बी,4755.0,72.0,56.0
औरैय्य,10697.0,210.0,55.0
हमीरपरु,5898.0,102.0,55.0
शामली,16597.0,48.0,50.0
महोब,4397.0,88.0,45.0
र मपरु,14550.0,152.0,44.0
सभंल,10970.0,109.0,43.0
मनैपरुी,11392.0,189.0,42.0
बागपत,10954.0,140.0,38.0
मऊ,8883.0,85.0,36.0
एट,12027.0,100.0,34.0
सतं कबीर नगर,8782.0,101.0,31.0
लमर् परु,11897.0,121.0,30.0
चचत्रकट,7694.0,79.0,29.0
क्रिरोजाबाद,10465.0,136.0,27.0
बललय,22476.0,245.0,24.0
बलर मपरु,8047.0,139.0,23.0
ह र्रस,3687.0,43.0,18.0
क सगजं,4840.0,55.0,13.0
