"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","3999","3209","450","4","342"
"Bageshwar","1994","1810","112","0","76"
"Chamoli","2696","2084","520","3","91"
"Champawat","1700","1081","601","1","20"
"Dehradun","30238","23783","6152","123","315"
"Haridwar","12029","11221","607","18","213"
"Nainital","10790","10481","317","25","37"
"Pauri Garhwal","4813","1916","1934","14","956"
"Pithoragarh","2284","1780","390","4","122"
"Rudraprayag","2505","1799","591","1","114"
"Tehri Garhwal","2155","1713","177","1","271"
"U.S. Nagar","8437","7873","329","5","254"
"Uttarkashi","1436","1229","59","3","147"
"Total","85076","69979","12239","202","2958"
