"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19883","19616","0","267"
"2","Chengalpattu","235374","232640","76","2658"
"3","Chennai","750877","741580","229","9068"
"4","Coimbatore","329893","327208","68","2617"
"5","Cuddalore","74246","73338","13","895"
"6","Dharmapuri","36191","35894","14","283"
"7","Dindigul","37477","36807","5","665"
"8","Erode","132665","131916","15","734"
"9","Kallakurichi","36521","36301","5","215"
"10","Kancheepuram","94375","93045","28","1302"
"11","Kanyakumari","86207","85114","8","1085"
"12","Karur","29752","29380","0","372"
"13","Krishnagiri","59627","59245","12","370"
"14","Madurai","91028","89788","4","1236"
"15","Mayiladuthurai","26496","26166","0","330"
"16","Nagapattinam","25440","25062","3","375"
"17","Namakkal","67999","67458","7","534"
"18","Nilgiris","42112","41864","22","226"
"19","Perambalur","14461","14211","1","249"
"20","Pudukottai","34463","34033","4","426"
"21","Ramanathapuram","24674","24298","8","368"
"22","Ranipet","53912","53125","0","787"
"23","Salem","127356","125588","6","1762"
"24","Sivagangai","23819","23594","6","219"
"25","Tenkasi","32744","32251","3","490"
"26","Thanjavur","92129","91071","19","1039"
"27","Theni","50599","50062","4","533"
"28","Thirupathur","35732","35096","3","633"
"29","Thiruvallur","147434","145469","26","1939"
"30","Thiruvannamalai","66809","66114","10","685"
"31","Thiruvarur","48009","47534","3","472"
"32","Thoothukudi","64950","64496","6","448"
"33","Tirunelveli","62761","62310","6","445"
"34","Tiruppur","129917","128852","13","1052"
"35","Trichy","94933","93766","6","1161"
"36","Vellore","57284","56098","23","1163"
"37","Villupuram","54580","54214","0","366"
"38","Virudhunagar","56827","56263","10","554"
"39","Airport Surveillance 
(International)","1246","1241","4","1"
"40","Airport Surveillance 
(Domestic)","1104","1103","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,52,334","34,13,639","670","38,025"
