District,Recovered,Deceased,Active
लखनऊ,293515,2694,308
गोरखपरु,65712,866,205
गौतम बिु नगर,97665,490,158
लखीमपरु-खीरी,29882,299,117
बाराबकंी,23568,225,97
गाज़ियाबाद,84230,473,61
प्रयागराज,87276,1111,53
राय बरेली,21243,348,46
िाराणसी,97499,988,43
हरदोई,17217,370,42
झासी,43832,675,42
मरेठ,88010,931,41
सलु्तानपरु,16822,144,37
लललतपरु,14691,134,35
कुशीनगर,16202,235,28
कानपरु नगर,91462,1923,22
बागपत,11043,143,19
प्रतापगढ़,16710,163,19
अम्बडेकर नगर,5927,166,16
सहारनपरु,38347,427,16
क्रिरोजाबाद,10549,136,15
कन्नौज,10798,125,15
अमरोहा,19281,207,13
फरु्रखाबाद,11868,197,13
हमीरपरु,6051,102,11
आगरा,35669,464,10
मनैपरुी,11465,189,10
मथरुा,25568,406,10
देवररया,22390,230,9
फतहेपरु,8278,141,9
गोंडा,14108,285,9
उन्नाव,16868,257,9
बरेली,50079,377,8
बस्ती,12785,337,8
बबजनौर,18278,139,8
जालौन,13841,208,8
मजुफ्फरनगर,38315,277,8
अलीगढ,25467,113,7
आजमगढ़,19422,235,7
बलुदंशहर,26319,252,7
गाजीपरु,23868,295,7
जौनपरु,24352,244,7
शाहजहांपरु,24387,447,7
