"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4518","4127","3","4","384"
"Bageshwar","2088","2001","1","0","86"
"Chamoli","3200","3088","3","3","106"
"Champawat","1911","1889","1","1","20"
"Dehradun","33012","32393","79","174","366"
"Haridwar","13104","12835","10","25","234"
"Nainital","11332","11257","8","29","38"
"Pauri Garhwal","5271","4280","5","18","968"
"Pithoragarh","2559","2420","0","4","135"
"Rudraprayag","2702","2574","0","2","126"
"Tehri Garhwal","2355","2021","1","5","328"
"U.S. Nagar","8793","8510","5","5","273"
"Uttarkashi","1641","1466","2","5","168"
"Total","92486","88861","118","275","3232"
