"Sr 
No","Name of District","Positive Cases Today","No of Active Cases","Cumulative Positive Cases","Cumulative     
Recovered/ 
Discharged Cases","Recovery Rate (%)","No. of Deaths","COVID-19, Vaccination Status  
(NHM, Haryana)*","","",""
"","","","","","","","","Coverage of Vaccination  
on 20-04-2022","","","Cumulative Coverage of 
Vaccination"
"","","","","","","","","Dose 1st","Dose 2nd","Precaution 
Dose",""
"1","Gurugram","225","941","263022","261075[152]","99.26","1006","1673","3624","2048","5138720"
"2","Faridabad","67","249","127379","126391[6]","99.22","739","2247","2111","671","3913094"
"3","Hisar","2","2","62051","60874","98.10","1175","193","902","90","2311586"
"4","Sonepat","1","16","58584","58292","99.50","276","130","482","115","2235017"
"5","Karnal","1","7","48180","47577","98.75","596","132","672","181","2319141"
"6","Panipat","0","2","36061","35387","98.13","672","178","418","126","2006202"
"7","Panchkula","4","7","44150","43729","99.05","414","567","202","196","1080939"
"8","Ambala","1","5","40763","40216","98.66","542","185","858","208","2071949"
"9","Sirsa","3","3","33375","32833","98.38","539","126","667","63","1904890"
"10","Rohtak","5","7","31831","31270","98.24","537","63","555","141","1660391"
"11","Yamunanagar","0","1","30651","30195","98.51","455","381","998","163","1895084"
"12","Bhiwani","0","1","26489","25823","97.49","665","115","600","54","1726360"
"13","Kurukshetra","0","3","26826","26425","98.51","398","656","1184","136","1492529"
"14","Mahindergarh","0","0","24754","24589","99.33","165","193","327","214","1351120"
"15","Jind","0","2","24350","23806","97.77","542","357","889","62","1676315"
"16","Rewari","0","1","24591","24366","99.09","224","113","473","419","1527371"
"17","Jhajjar","0","2","23428","23070","98.47","350","223","478","97","1546089"
"18","Fatehabad","0","0","20062","19564[1]","97.52","498","34","138","31","1183693"
"19","Kaithal","1","2","14231","13858","97.38","371","163","878","105","1702020"
"20","Palwal","0","0","13476","13306[1]","98.74","170","177","905","62","1494878"
"21","Charkhi Dadri","0","0","7427","7282","98.05","145","27","287","167","860242"
"22","Nuh","0","1","6108","5968","97.71","139","25","98","15","1218742"
"Haryana","","310","1252","987789","975896[160]","98.80","10618","7958","17746","5364","42316372"
