Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForState,cumulativeOtherNumberForDistrict
2022-05-07,HP,Bilaspur,2022-05-07 17:00:00+05:30,https://twitter.com/nhm_hp,,18235,95,18139,,2022-05-07 21:55:49.711631,2022-05-07 17:00:00+05:30,https://twitter.com/nhm_hp,,284862,4115,280676,,,
2022-05-07,HP,Chamba,2022-05-07 17:00:00+05:30,https://twitter.com/nhm_hp,,16123,171,15943,,2022-05-07 21:55:49.711650,2022-05-07 17:00:00+05:30,https://twitter.com/nhm_hp,,284862,4115,280676,,,
2022-05-07,HP,Hamirpur,2022-05-07 17:00:00+05:30,https://twitter.com/nhm_hp,,23340,329,23008,,2022-05-07 21:55:49.711652,2022-05-07 17:00:00+05:30,https://twitter.com/nhm_hp,,284862,4115,280676,,,
2022-05-07,HP,Kangra,2022-05-07 17:00:00+05:30,https://twitter.com/nhm_hp,,63808,1246,62541,,2022-05-07 21:55:49.711653,2022-05-07 17:00:00+05:30,https://twitter.com/nhm_hp,,284862,4115,280676,,,
2022-05-07,HP,Kinnaur,2022-05-07 17:00:00+05:30,https://twitter.com/nhm_hp,,4451,41,4407,,2022-05-07 21:55:49.711655,2022-05-07 17:00:00+05:30,https://twitter.com/nhm_hp,,284862,4115,280676,,,
2022-05-07,HP,Kullu,2022-05-07 17:00:00+05:30,https://twitter.com/nhm_hp,,11966,162,11802,,2022-05-07 21:55:49.711657,2022-05-07 17:00:00+05:30,https://twitter.com/nhm_hp,,284862,4115,280676,,,
2022-05-07,HP,Lahaul and Spiti,2022-05-07 17:00:00+05:30,https://twitter.com/nhm_hp,,3160,18,3141,,2022-05-07 21:55:49.711658,2022-05-07 17:00:00+05:30,https://twitter.com/nhm_hp,,284862,4115,280676,,,
2022-05-07,HP,Mandi,2022-05-07 17:00:00+05:30,https://twitter.com/nhm_hp,,38841,502,38333,,2022-05-07 21:55:49.711659,2022-05-07 17:00:00+05:30,https://twitter.com/nhm_hp,,284862,4115,280676,,,
2022-05-07,HP,Shimla,2022-05-07 17:00:00+05:30,https://twitter.com/nhm_hp,,35730,716,35000,,2022-05-07 21:55:49.711662,2022-05-07 17:00:00+05:30,https://twitter.com/nhm_hp,,284862,4115,280676,,,
2022-05-07,HP,Sirmaur,2022-05-07 17:00:00+05:30,https://twitter.com/nhm_hp,,19865,221,19641,,2022-05-07 21:55:49.711664,2022-05-07 17:00:00+05:30,https://twitter.com/nhm_hp,,284862,4115,280676,,,
2022-05-07,HP,Solan,2022-05-07 17:00:00+05:30,https://twitter.com/nhm_hp,,30632,335,30294,,2022-05-07 21:55:49.711665,2022-05-07 17:00:00+05:30,https://twitter.com/nhm_hp,,284862,4115,280676,,,
2022-05-07,HP,Una,2022-05-07 17:00:00+05:30,https://twitter.com/nhm_hp,,18711,279,18427,,2022-05-07 21:55:49.711667,2022-05-07 17:00:00+05:30,https://twitter.com/nhm_hp,,284862,4115,280676,,,
