Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeOtherNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeOtherNumberForState,cumulativeTestedNumberForState
2022-05-07,KL,Ernakulam,,,,886708,804,0,8219,,2022-05-07 23:55:48.878566,2022-05-07 23:55:48.879415,,,6544244,2171,69271,0,47192916
2022-05-07,KL,Kottayam,,,,449301,390,0,4486,,2022-05-07 23:55:48.878566,2022-05-07 23:55:48.879415,,,6544244,2171,69271,0,47192916
2022-05-07,KL,Thiruvananthapuram,,,,707040,240,0,8376,,2022-05-07 23:55:48.878566,2022-05-07 23:55:48.879415,,,6544244,2171,69271,0,47192916
2022-05-07,KL,Kozhikode,,,,673104,220,0,6256,,2022-05-07 23:55:48.878566,2022-05-07 23:55:48.879415,,,6544244,2171,69271,0,47192916
2022-05-07,KL,Thrissur,,,,669744,101,0,7397,,2022-05-07 23:55:48.878566,2022-05-07 23:55:48.879415,,,6544244,2171,69271,0,47192916
2022-05-07,KL,Pathanamthitta,,,,267133,94,0,2498,,2022-05-07 23:55:48.878566,2022-05-07 23:55:48.879415,,,6544244,2171,69271,0,47192916
2022-05-07,KL,Alappuzha,,,,390403,90,0,5233,,2022-05-07 23:55:48.878566,2022-05-07 23:55:48.879415,,,6544244,2171,69271,0,47192916
2022-05-07,KL,Idukki,,,,209170,83,0,1495,,2022-05-07 23:55:48.878566,2022-05-07 23:55:48.879415,,,6544244,2171,69271,0,47192916
2022-05-07,KL,Palakkad,,,,449755,77,0,5757,,2022-05-07 23:55:48.878566,2022-05-07 23:55:48.879415,,,6544244,2171,69271,0,47192916
2022-05-07,KL,Malappuram,,,,647026,23,0,6301,,2022-05-07 23:55:48.878566,2022-05-07 23:55:48.879415,,,6544244,2171,69271,0,47192916
2022-05-07,KL,Kollam,,,,510969,23,0,6490,,2022-05-07 23:55:48.878566,2022-05-07 23:55:48.879415,,,6544244,2171,69271,0,47192916
2022-05-07,KL,Kannur,,,,349019,10,0,4408,,2022-05-07 23:55:48.878566,2022-05-07 23:55:48.879415,,,6544244,2171,69271,0,47192916
2022-05-07,KL,Wayanad,,,,168312,10,0,968,,2022-05-07 23:55:48.878566,2022-05-07 23:55:48.879415,,,6544244,2171,69271,0,47192916
2022-05-07,KL,Kasaragod,,,,166560,6,0,1387,,2022-05-07 23:55:48.878566,2022-05-07 23:55:48.879415,,,6544244,2171,69271,0,47192916
