"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","14","0","2","0","1887","1859","14"
"East Jaintia Hills","4","0","0","0","2439","2403","32"
"East Khasi Hills","194","28","22","2","41406","40218","994"
"North Garo Hills","0","0","0","0","1685","1677","8"
"Ri-Bhoi","15","0","0","0","9719","9614","90"
"South Garo Hills","1","0","0","0","1217","1204","12"
"South West Garo Hills","1","0","0","0","1873","1854","18"
"South West Khasi Hills","0","0","0","0","2549","2532","17"
"West Garo Hills","20","2","0","0","9067","8974","73"
"West Jaintia Hills","11","0","0","0","6817","6671","135"
"West Khasi Hills","11","3","2","0","5491","5406","74"
"Total","271","33","26","2","84150","82412","1467"
