"","","","","","","","","",""
"","","","","","","","","",""
"Districtwise Abstract of COVID-19","","","","","","","","",""
"Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"1","Bagalakote","345","37906","97","35749","1817","1","340","0"
"2","Ballari","651","108953","674","101111","6146","5","1696","0"
"3","Belagavi","480","88675","99","81237","6477","1","961","0"
"4","Bengaluru Rural","1091","75982","555","67417","7664","0","901","0"
"5","Bengaluru Urban","17717","1666475","43997","1460075","189853","12","16546","1"
"6","Bidar","250","28267","584","26278","1579","0","406","4"
"7","Chamarajanagara","763","39432","358","34261","4651","0","509","11"
"8","Chikkaballapura","665","52780","780","47082","5254","1","443","1"
"9","Chikkamagaluru","244","55241","234","52977","1865","0","399","0"
"10","Chitradurga**","286","42332","571","39734","2381","1","217","0"
"11","Dakshina 
Kannada","678","130612","755","123633","5244","4","1728","7"
"12","Davanagere","257","55729","518","52918","2201","0","610","0"
"13","Dharwada","1155","75096","809","67701","6063","1","1330","2"
"14","Gadag","267","29173","204","26836","2013","0","324","0"
"15","Hassana","1452","136505","2079","125887","9336","4","1280","2"
"16","Haveri","184","23679","227","22096","936","0","647","0"
"17","Kalaburagi","812","72277","473","65240","6192","1","845","0"
"18","Kodagu","707","43922","250","39787","3793","1","341","1"
"19","Kolara","572","59642","646","51703","7295","0","644","0"
"20","Koppala","500","38816","246","36134","2153","0","529","0"
"21","Mandya","1802","94743","2238","85957","8119","2","667","0"
"22","Mysuru","2587","214013","4995","197633","13915","5","2465","0"
"23","Raichuru","261","43552","169","40927","2285","2","340","0"
"24","Ramanagara","279","28235","464","26422","1481","1","332","0"
"25","Shivamogga","626","76740","361","71650","3991","1","1098","1"
"26","Tumakuru","1584","149807","2850","134876","13772","2","1159","0"
"27","Udupi","948","90847","901","83638","6707","2","502","0"
"28","Uttara 
Kannada**","567","65123","818","61346","2990","2","787","0"
"29","Vijayapura","223","39146","280","37049","1598","0","499","0"
"30","Yadagiri","130","28760","4","27614","940","0","206","0"
"31","Others*","0","36","0","33","0","0","3","0"
"Total","","38083","3692496","67236","3325001","328711","49","38754","30"
"*Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today. 
** Data reconciled with districts. 
 
Date: 27-01-2022 
 Page 5 of 132","","","","","","","","",""
