"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","6","1","3","0","1917","1897","14"
"East Jaintia Hills","1","0","0","0","2446","2413","32"
"East Khasi Hills","70","3","16","1","41895","40820","1005"
"North Garo Hills","0","0","0","0","1685","1677","8"
"Ri-Bhoi","7","0","0","0","9740","9643","90"
"South Garo Hills","0","0","0","0","1218","1206","12"
"South West Garo Hills","0","0","0","0","1873","1855","18"
"South West Khasi Hills","1","0","0","0","2550","2532","17"
"West Garo Hills","5","1","4","0","9089","9011","73"
"West Jaintia Hills","2","0","0","0","6824","6686","136"
"West Khasi Hills","2","0","0","0","5520","5444","74"
"Total","94","5","23","1","84757","83184","1479"
