"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20230","19952","11","267"
"2","Chengalpattu","251860","248906","295","2659"
"3","Chennai","788937","777591","2277","9069"
"4","Coimbatore","339804","336707","479","2618"
"5","Cuddalore","75748","74759","93","896"
"6","Dharmapuri","36792","36497","12","283"
"7","Dindigul","38872","38147","60","665"
"8","Erode","136013","135074","205","734"
"9","Kallakurichi","36919","36702","2","215"
"10","Kancheepuram","97919","96589","27","1303"
"11","Kanyakumari","89624","88356","183","1085"
"12","Karur","30222","29814","36","372"
"13","Krishnagiri","61983","61493","118","372"
"14","Madurai","92972","91683","53","1236"
"15","Mayiladuthurai","27328","26951","47","330"
"16","Nagapattinam","25954","25563","16","375"
"17","Namakkal","69657","69056","67","534"
"18","Nilgiris","42787","42535","26","226"
"19","Perambalur","14896","14618","29","249"
"20","Pudukottai","35198","34742","30","426"
"21","Ramanathapuram","24991","24610","13","368"
"22","Ranipet","56240","55423","30","787"
"23","Salem","131293","129392","137","1764"
"24","Sivagangai","25041","24774","48","219"
"25","Tenkasi","33852","33336","26","490"
"26","Thanjavur","93439","92371","27","1041"
"27","Theni","51812","51265","14","533"
"28","Thirupathur","36074","35425","16","633"
"29","Thiruvallur","153034","151060","34","1940"
"30","Thiruvannamalai","68255","67550","20","685"
"31","Thiruvarur","48956","48463","20","473"
"32","Thoothukudi","67106","66619","39","448"
"33","Tirunelveli","65806","65272","89","445"
"34","Tiruppur","131886","130753","81","1052"
"35","Trichy","97836","96618","57","1161"
"36","Vellore","58061","56861","37","1163"
"37","Villupuram","56208","55816","25","367"
"38","Virudhunagar","59253","58659","39","555"
"39","Airport Surveillance 
(International)","1391","1388","2","1"
"40","Airport Surveillance 
(Domestic)","1166","1165","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,75,843","35,32,983","4,820","38,040"
