"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4839","4387","22","4","426"
"Bageshwar","2155","2051","2","0","102"
"Chamoli","3337","3201","9","3","124"
"Champawat","1984","1948","9","2","25"
"Dehradun","38440","37469","321","203","447"
"Haridwar","13983","13681","28","29","245"
"Nainital","13034","12552","396","31","55"
"Pauri Garhwal","5566","4510","10","20","1026"
"Pithoragarh","2708","2510","42","4","152"
"Rudraprayag","3027","2843","42","2","140"
"Tehri Garhwal","2599","2134","9","8","448"
"U.S. Nagar","9268","8900","26","6","336"
"Uttarkashi","1903","1687","24","6","186"
"Total","102843","97873","940","318","3712"
