"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","0","0","2085","20","1","0"
"East Jaintia Hills","0","0","0","2677","40","0","0"
"East Khasi Hills","1","1","0","47884","1080","14","5"
"Eastern West Khasi Hills","0","0","0","161","9","0","0"
"North Garo Hills","0","0","0","1920","10","0","0"
"Ri-Bhoi","0","1","1","10589","102","7","2"
"South Garo Hills","0","0","0","1442","16","1","0"
"South West Garo Hills","1","1","0","2268","21","2","0"
"South West Khasi Hills","0","0","0","2723","20","3","0"
"West Garo Hills","3","4","0","11866","84","17","1"
"West Jaintia Hills","0","0","0","7326","142","1","0"
"West Khasi Hills","0","0","0","5672","78","0","0"
"Total","5","7","1","96613","1622","46","8"
