"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20259","19985","7","267"
"2","Chengalpattu","253177","250317","199","2661"
"3","Chennai","792004","780836","2098","9070"
"4","Coimbatore","340821","338008","195","2618"
"5","Cuddalore","75939","74988","55","896"
"6","Dharmapuri","36848","36555","10","283"
"7","Dindigul","39181","38472","44","665"
"8","Erode","136500","135668","98","734"
"9","Kallakurichi","36947","36728","4","215"
"10","Kancheepuram","98309","96991","15","1303"
"11","Kanyakumari","90363","89155","122","1086"
"12","Karur","30277","29888","17","372"
"13","Krishnagiri","62547","62052","123","372"
"14","Madurai","93272","91970","66","1236"
"15","Mayiladuthurai","27446","27061","55","330"
"16","Nagapattinam","26055","25651","29","375"
"17","Namakkal","69793","69233","26","534"
"18","Nilgiris","42922","42672","24","226"
"19","Perambalur","14954","14661","44","249"
"20","Pudukottai","35292","34837","29","426"
"21","Ramanathapuram","25013","24628","16","369"
"22","Ranipet","56668","55879","2","787"
"23","Salem","131819","129967","88","1764"
"24","Sivagangai","25209","24940","50","219"
"25","Tenkasi","33975","33458","27","490"
"26","Thanjavur","93591","92521","29","1041"
"27","Theni","51862","51312","17","533"
"28","Thirupathur","36094","35457","4","633"
"29","Thiruvallur","153640","151668","30","1942"
"30","Thiruvannamalai","68445","67736","24","685"
"31","Thiruvarur","49001","48507","21","473"
"32","Thoothukudi","67390","66883","59","448"
"33","Tirunelveli","66205","65666","94","445"
"34","Tiruppur","132221","131138","30","1053"
"35","Trichy","98249","96985","103","1161"
"36","Vellore","58156","56951","42","1163"
"37","Villupuram","56458","56035","56","367"
"38","Virudhunagar","59636","59012","69","555"
"39","Airport Surveillance 
(International)","1402","1397","4","1"
"40","Airport Surveillance 
(Domestic)","1169","1167","1","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,89,537","35,47,463","4,026","38,048"
