"","","","","","","","","","",""
"","","","","","","","","","",""
"","Districtwise Abstract of COVID-19","","","","","","","","",""
"","Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons 
#"
"","1","Bagalakote","18","40995","9","40544","83","0","368","0"
"","2","Ballari","69","116325","18","114187","368","0","1768","2"
"","3","Belagavi","26","101088","24","99669","412","0","1005","2"
"","4","Bengaluru Rural","6","79841","17","78777","157","0","907","0"
"","5","Bengaluru urban","1098","1846564","1534","1822252","7333","0","16978","1"
"","6","Bidar","4","29995","6","29549","22","0","420","4"
"","7","Chamarajanagara","27","43851","17","43219","97","0","524","11"
"","8","Chikkaballapura","6","55806","8","55275","69","0","461","1"
"","9","Chikkamagaluru","13","57415","0","56972","36","0","407","0"
"","10","Chitradurga","6","46447","0","46186","22","0","239","0"
"","11","Dakshina 
Kannada","5","136361","23","134441","64","1","1846","10"
"","12","Davanagere","37","57823","37","57062","136","0","625","0"
"","13","Dharwada","40","85366","98","83716","254","0","1389","7"
"","14","Gadag","6","30660","9","30294","28","0","338","0"
"","15","Hassana","24","144430","39","143010","111","0","1307","2"
"","16","Haveri","4","26982","8","26263","49","0","670","0"
"","17","Kalaburagi","6","77086","13","75983","219","0","884","0"
"","18","Kodagu","25","49640","44","49117","170","0","352","1"
"","19","Kolara","6","63477","0","62761","50","0","666","0"
"","20","Koppala","19","41425","11","40819","67","0","539","0"
"","21  Mandya","","15","101851","22","101073","67","0","711","0"
"","22  Mysuru","","41","231038","58","228067","410","0","2561","0"
"","23","Raichuru","10","45718","23","45255","96","0","367","0"
"","24","Ramanagara","1","29896","0","29531","18","0","347","0"
"","25","Shivamogga","43","83688","18","82403","154","0","1130","1"
"","26","Tumakuru","28","160359","20","158996","143","0","1220","0"
"","27","Udupi","4","95938","2","95357","34","0","547","0"
"","28","Uttara Kannada","9","71508","7","70627","70","1","811","0"
"","29","Vijayapura","9","41115","3","40556","38","0","521","0"
"","30","Yadagiri","3","29990","0","29765","13","0","212","0"
"","31","Others*","0","36","0","33","0","0","3","0"
"","Total","","1608","4022714","2068","3971759","10790","2","40123","42"
"*
   
Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today.  
 
Date: 09-08-2022 
Page 5 of 11","","","","","","","","","",""
