"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19883","19616","0","267"
"2","Chengalpattu","235332","232589","85","2658"
"3","Chennai","750789","741394","327","9068"
"4","Coimbatore","329872","327142","113","2617"
"5","Cuddalore","74239","73334","11","894"
"6","Dharmapuri","36188","35891","14","283"
"7","Dindigul","37473","36802","6","665"
"8","Erode","132660","131906","20","734"
"9","Kallakurichi","36519","36300","4","215"
"10","Kancheepuram","94367","93027","38","1302"
"11","Kanyakumari","86201","85100","16","1085"
"12","Karur","29752","29378","2","372"
"13","Krishnagiri","59623","59240","13","370"
"14","Madurai","91028","89782","10","1236"
"15","Mayiladuthurai","26496","26166","0","330"
"16","Nagapattinam","25439","25061","3","375"
"17","Namakkal","67996","67454","8","534"
"18","Nilgiris","42104","41840","38","226"
"19","Perambalur","14461","14210","2","249"
"20","Pudukottai","34462","34030","6","426"
"21","Ramanathapuram","24671","24294","9","368"
"22","Ranipet","53912","53123","2","787"
"23","Salem","127354","125578","14","1762"
"24","Sivagangai","23818","23588","11","219"
"25","Tenkasi","32743","32246","7","490"
"26","Thanjavur","92119","91062","18","1039"
"27","Theni","50597","50058","6","533"
"28","Thirupathur","35730","35094","3","633"
"29","Thiruvallur","147423","145453","31","1939"
"30","Thiruvannamalai","66804","66108","11","685"
"31","Thiruvarur","48009","47530","7","472"
"32","Thoothukudi","64946","64491","7","448"
"33","Tirunelveli","62761","62300","16","445"
"34","Tiruppur","129915","128836","27","1052"
"35","Trichy","94929","93750","18","1161"
"36","Vellore","57275","56075","37","1163"
"37","Villupuram","54580","54212","2","366"
"38","Virudhunagar","56825","56255","16","554"
"39","Airport Surveillance 
(International)","1246","1241","4","1"
"40","Airport Surveillance 
(Domestic)","1104","1103","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,52,073","34,13,087","962","38,024"
