"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","7","4","1","0","1926","1903","16"
"East Jaintia Hills","27","1","2","0","2479","2420","32"
"East Khasi Hills","1032","164","123","0","43672","41625","1015"
"North Garo Hills","8","5","0","0","1695","1679","8"
"Ri-Bhoi","95","17","6","0","9859","9674","90"
"South Garo Hills","11","7","1","0","1230","1207","12"
"South West Garo Hills","10","3","0","0","1883","1855","18"
"South West Khasi Hills","12","2","0","0","2565","2536","17"
"West Garo Hills","174","50","7","0","9341","9094","73"
"West Jaintia Hills","37","11","2","0","6872","6699","136"
"West Khasi Hills","31","4","0","0","5553","5447","75"
"Total","1444","268","142","0","87075","84139","1492"
