"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19887","19617","3","267"
"2","Chengalpattu","237307","233798","851","2658"
"3","Chennai","755903","744732","2103","9068"
"4","Coimbatore","330409","327569","223","2617"
"5","Cuddalore","74292","73382","15","895"
"6","Dharmapuri","36204","35914","7","283"
"7","Dindigul","37484","36817","2","665"
"8","Erode","132723","131961","28","734"
"9","Kallakurichi","36526","36309","2","215"
"10","Kancheepuram","94769","93266","201","1302"
"11","Kanyakumari","86456","85199","172","1085"
"12","Karur","29765","29387","6","372"
"13","Krishnagiri","59665","59282","13","370"
"14","Madurai","91124","89844","44","1236"
"15","Mayiladuthurai","26508","26169","9","330"
"16","Nagapattinam","25447","25069","3","375"
"17","Namakkal","68026","67480","12","534"
"18","Nilgiris","42196","41925","45","226"
"19","Perambalur","14472","14214","9","249"
"20","Pudukottai","34478","34050","2","426"
"21","Ramanathapuram","24685","24315","2","368"
"22","Ranipet","53992","53162","43","787"
"23","Salem","127462","125661","39","1762"
"24","Sivagangai","23873","23632","22","219"
"25","Tenkasi","32755","32258","7","490"
"26","Thanjavur","92183","91134","9","1040"
"27","Theni","50607","50072","2","533"
"28","Thirupathur","35745","35105","7","633"
"29","Thiruvallur","147884","145720","225","1939"
"30","Thiruvannamalai","66837","66133","19","685"
"31","Thiruvarur","48028","47551","5","472"
"32","Thoothukudi","65026","64535","43","448"
"33","Tirunelveli","62860","62354","61","445"
"34","Tiruppur","129968","128898","18","1052"
"35","Trichy","95057","93845","51","1161"
"36","Vellore","57359","56174","22","1163"
"37","Villupuram","54593","54225","2","366"
"38","Virudhunagar","56860","56292","14","554"
"39","Airport Surveillance 
(International)","1324","1299","24","1"
"40","Airport Surveillance 
(Domestic)","1130","1128","1","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,62,297","34,19,905","4,366","38,026"
