"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16928","16647","17","264"
"2","Chengalpattu","173962","170795","633","2534"
"3","Chennai","558382","548598","1170","8614"
"4","Coimbatore","250550","246813","1267","2470"
"5","Cuddalore","64416","63469","75","872"
"6","Dharmapuri","28837","28453","105","279"
"7","Dindigul","33249","32550","48","651"
"8","Erode","106492","105018","776","698"
"9","Kallakurichi","31564","31326","28","210"
"10","Kancheepuram","75655","74185","205","1265"
"11","Kanyakumari","62808","61647","104","1057"
"12","Karur","24657","24118","177","362"
"13","Krishnagiri","43871","43427","91","353"
"14","Madurai","75538","74264","91","1183"
"15","Mayiladuthurai","23379","23030","31","318"
"16","Nagapattinam","21351","20911","83","357"
"17","Namakkal","53629","52622","499","508"
"18","Nilgiris","34131","33739","177","215"
"19","Perambalur","12107","11850","12","245"
"20","Pudukottai","30337","29890","29","418"
"21","Ramanathapuram","20637","20256","22","359"
"22","Ranipet","43575","42753","47","775"
"23","Salem","101479","99263","507","1709"
"24","Sivagangai","20408","20144","54","210"
"25","Tenkasi","27394","26899","9","486"
"26","Thanjavur","76141","74945","199","997"
"27","Theni","43608","43075","12","521"
"28","Thirupathur","29395","28744","24","627"
"29","Thiruvallur","120286","118143","293","1850"
"30","Thiruvannamalai","55206","54484","52","670"
"31","Thiruvarur","41883","41341","83","459"
"32","Thoothukudi","56500","56059","30","411"
"33","Tirunelveli","49668","49152","83","433"
"34","Tiruppur","97338","95734","604","1000"
"35","Trichy","78495","77180","231","1084"
"36","Vellore","50230","48932","157","1141"
"37","Villupuram","46029","45624","48","357"
"38","Virudhunagar","46401","45830","22","549"
"39","Airport Surveillance 
(International)","1032","1028","3","1"
"40","Airport Surveillance 
(Domestic)","1085","1084","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,29,061","26,84,450","8,098","36,513"
