,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
11,Haryana,771528,761343,10053,2021-11-21,TT,34510413,465662,33922037,2021-11-21 07:11:09.814671,631649378,2021-11-20 00:00:00,1074099,1166174723,766292151,399882572,27523449,18241297,9282152,https://www.icmr.gov.in/,10488,313,12329,582164,298429,880593,5037,9785,14822,11,13,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Haryana,28672000
12,Himachal Pradesh,226344,221508,3829,2021-11-21,TT,34510413,465662,33922037,2021-11-21 07:11:09.814671,631649378,2021-11-20 00:00:00,1074099,1166174723,766292151,399882572,10345402,5777076,4568326,https://www.icmr.gov.in/,10488,313,12329,582164,298429,880593,388,5930,6318,80,123,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Himachal Pradesh,7300000
13,Jammu and Kashmir,335203,329046,4461,2021-11-21,TT,34510413,465662,33922037,2021-11-21 07:11:09.814671,631649378,2021-11-20 00:00:00,1074099,1166174723,766292151,399882572,16156322,9571894,6584428,https://www.icmr.gov.in/,10488,313,12329,582164,298429,880593,230,5936,6166,187,158,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Jammu and Kashmir,13203000
14,Jharkhand,349124,343854,5140,2021-11-21,TT,34510413,465662,33922037,2021-11-21 07:11:09.814671,631649378,2021-11-20 00:00:00,1074099,1166174723,766292151,399882572,22928197,15993279,6934918,https://www.icmr.gov.in/,10488,313,12329,582164,298429,880593,10637,10833,21470,13,15,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Jharkhand,37403000
15,Karnataka,2993352,2948053,38174,2021-11-21,TT,34510413,465662,33922037,2021-11-21 07:11:09.814671,631649378,2021-11-20 00:00:00,1074099,1166174723,766292151,399882572,70248192,43691515,26556677,https://www.icmr.gov.in/,10488,313,12329,582164,298429,880593,5642,15951,21593,213,370,5,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Karnataka,65798000
16,Kerala,5095924,4996978,37299,2021-11-21,TT,34510413,465662,33922037,2021-11-21 07:11:09.814671,631649378,2021-11-20 00:00:00,1074099,1166174723,766292151,399882572,41874598,25583602,16290996,https://www.icmr.gov.in/,10488,313,12329,582164,298429,880593,214,2191,2405,6075,6161,248,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Kerala,35125000
17,Ladakh,21311,20875,212,2021-11-21,TT,34510413,465662,33922037,2021-11-21 07:11:09.814671,631649378,2021-11-20 00:00:00,1074099,1166174723,766292151,399882572,374980,210699,164281,https://www.icmr.gov.in/,10488,313,12329,582164,298429,880593,2,16,18,13,13,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Ladakh,293000
18,Lakshadweep,10370,10314,51,2021-11-21,TT,34510413,465662,33922037,2021-11-21 07:11:09.814671,631649378,2021-11-20 00:00:00,1074099,1166174723,766292151,399882572,103820,55347,48473,https://www.icmr.gov.in/,10488,313,12329,582164,298429,880593,6,32,38,0,0,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Lakshadweep,68000
19,Maharashtra,6629577,6474952,140722,2021-11-21,TT,34510413,465662,33922037,2021-11-21 07:11:09.814671,631649378,2021-11-20 00:00:00,1074099,1166174723,766292151,399882572,106728358,71014183,35714175,https://www.icmr.gov.in/,10488,313,12329,582164,298429,880593,17677,19960,37637,833,2271,15,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Maharashtra,122153000
20,Manipur,124835,122245,1960,2021-11-21,TT,34510413,465662,33922037,2021-11-21 07:11:09.814671,631649378,2021-11-20 00:00:00,1074099,1166174723,766292151,399882572,2103495,1269879,833616,https://www.icmr.gov.in/,10488,313,12329,582164,298429,880593,47,123,170,78,35,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Manipur,3103000
21,Meghalaya,84220,82463,1467,2021-11-21,TT,34510413,465662,33922037,2021-11-21 07:11:09.814671,631649378,2021-11-20 00:00:00,1074099,1166174723,766292151,399882572,1913842,1145019,768823,https://www.icmr.gov.in/,10488,313,12329,582164,298429,880593,215,226,441,32,28,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Meghalaya,3224000
22,Mizoram,131685,126163,476,2021-11-21,TT,34510413,465662,33922037,2021-11-21 07:11:09.814671,631649378,2021-11-20 00:00:00,1074099,1166174723,766292151,399882572,1267357,723738,543619,https://www.icmr.gov.in/,10488,313,12329,582164,298429,880593,87,8,95,437,412,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Mizoram,1192000
23,Madhya Pradesh,793010,782406,10526,2021-11-21,TT,34510413,465662,33922037,2021-11-21 07:11:09.814671,631649378,2021-11-20 00:00:00,1074099,1166174723,766292151,399882572,80107771,50615137,29492634,https://www.icmr.gov.in/,10488,313,12329,582164,298429,880593,2866,35730,38596,11,10,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Madhya Pradesh,82232000
24,Nagaland,32040,31222,695,2021-11-21,TT,34510413,465662,33922037,2021-11-21 07:11:09.814671,631649378,2021-11-20 00:00:00,1074099,1166174723,766292151,399882572,1252434,723424,529010,https://www.icmr.gov.in/,10488,313,12329,582164,298429,880593,205,142,347,0,4,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Nagaland,2150000
25,Odisha,1046798,1036230,8391,2021-11-21,TT,34510413,465662,33922037,2021-11-21 07:11:09.814671,631649378,2021-11-20 00:00:00,1074099,1166174723,766292151,399882572,41593584,27248170,14345414,https://www.icmr.gov.in/,10488,313,12329,582164,298429,880593,5943,11627,17570,239,263,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Odisha,43671000
26,Puducherry,128631,126445,1869,2021-11-21,TT,34510413,465662,33922037,2021-11-21 07:11:09.814671,631649378,2021-11-20 00:00:00,1074099,1166174723,766292151,399882572,1184731,744885,439846,https://www.icmr.gov.in/,10488,313,12329,582164,298429,880593,147,394,541,43,40,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Puducherry,1504000
27,Punjab,602956,586082,16584,2021-11-21,TT,34510413,465662,33922037,2021-11-21 07:11:09.814671,631649378,2021-11-20 00:00:00,1074099,1166174723,766292151,399882572,23369329,16332643,7036686,https://www.icmr.gov.in/,10488,313,12329,582164,298429,880593,2217,5286,7503,13,34,4,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Punjab,29859000
28,Rajasthan,954588,945530,8955,2021-11-21,TT,34510413,465662,33922037,2021-11-21 07:11:09.814671,631649378,2021-11-20 00:00:00,1074099,1166174723,766292151,399882572,65498828,43059408,22439420,https://www.icmr.gov.in/,10488,313,12329,582164,298429,880593,2826,17545,20371,11,9,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Rajasthan,77264000
29,Sikkim,32161,31633,403,2021-11-21,TT,34510413,465662,33922037,2021-11-21 07:11:09.814671,631649378,2021-11-20 00:00:00,1074099,1166174723,766292151,399882572,987905,522839,465066,https://www.icmr.gov.in/,10488,313,12329,582164,298429,880593,0,0,0,14,3,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Sikkim,664000
30,Tamil Nadu,2719515,2674327,36361,2021-11-21,TT,34510413,465662,33922037,2021-11-21 07:11:09.814671,631649378,2021-11-20 00:00:00,1074099,1166174723,766292151,399882572,64712039,43249548,21462491,https://www.icmr.gov.in/,10488,313,12329,582164,298429,880593,129381,293921,423302,765,879,12,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Tamil Nadu,75695000
31,Telangana,674452,666846,3980,2021-11-21,TT,34510413,465662,33922037,2021-11-21 07:11:09.814671,631649378,2021-11-20 00:00:00,1074099,1166174723,766292151,399882572,36131011,24235616,11895395,https://www.icmr.gov.in/,10488,313,12329,582164,298429,880593,4166,5083,9249,134,164,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Telangana,37220000
32,Tripura,84720,83820,818,2021-11-21,TT,34510413,465662,33922037,2021-11-21 07:11:09.814671,631649378,2021-11-20 00:00:00,1074099,1166174723,766292151,399882572,4468358,2531446,1936912,https://www.icmr.gov.in/,10488,313,12329,582164,298429,880593,78,974,1052,12,13,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Tripura,3992000
33,Uttar Pradesh,1710322,1687313,22909,2021-11-21,TT,34510413,465662,33922037,2021-11-21 07:11:09.814671,631649378,2021-11-20 00:00:00,1074099,1166174723,766292151,399882572,148054346,105287597,42766749,https://www.icmr.gov.in/,10488,313,12329,582164,298429,880593,48402,35512,83914,5,7,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Uttar Pradesh,224979000
34,Uttarakhand,344095,336504,7404,2021-11-21,TT,34510413,465662,33922037,2021-11-21 07:11:09.814671,631649378,2021-11-20 00:00:00,1074099,1166174723,766292151,399882572,12152913,7539241,4613672,https://www.icmr.gov.in/,10488,313,12329,582164,298429,880593,244,3114,3358,11,8,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.142857143,16386.14285714286,0,0,0,,,1332900000,Uttarakhand,11141000
35,West Bengal,1609118,1581697,19376,2021-11-21,TT,34510413,465662,33922037,2021-11-21 07:11:09.814671,631649378,2021-11-20 00:00:00,1074099,1166174723,766292151,399882572,87296661,61363714,25932947,https://www.icmr.gov.in/,10488,313,12329,582164,298429,880593,14402,11984,26386,725,775,12,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.142857143,16386.14285714286,76894892,55395017,21499874,,,1332900000,West Bengal,96906000
