,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,0,2021-11-21,TN,756,14,847,100767,501271,954837,6457,5441.0,91.0,6244.0,712039.0,1426994.0,2333158.0,Ariyalur,2,0,3,,14565,11633,20,16.0,0.0,20.0,,33154.0,31827.0,752481,,,,16913,262,16620,,524302,219133,2021-11-21T23:46:25.893769+05:30,75695000,,,,2720271,36375,2675174,53358226,43621438,22123407,0,0,0,0,0
1,1,1,1,1,1,2021-11-21,TN,756,14,847,100767,501271,954837,6457,5441.0,91.0,6244.0,712039.0,1426994.0,2333158.0,Chengalpattu,55,0,76,,11987,24308,581,420.0,8.0,530.0,,21955.0,48689.0,2556244,,,,173247,2529,170025,,1378807,701577,2021-11-21T23:46:25.893769+05:30,75695000,,,,2720271,36375,2675174,53358226,43621438,22123407,0,0,0,0,0
2,2,2,2,2,2,2021-11-21,TN,756,14,847,100767,501271,954837,6457,5441.0,91.0,6244.0,712039.0,1426994.0,2333158.0,Chennai,116,5,109,,25229,66770,759,804.0,19.0,731.0,,45625.0,134201.0,7100000,,,,557100,8593,547208,,4997221,3107441,2021-11-21T23:46:25.893769+05:30,75695000,,,,2720271,36375,2675174,53358226,43621438,22123407,0,0,0,0,0
3,3,3,3,3,3,2021-11-21,TN,756,14,847,100767,501271,954837,6457,5441.0,91.0,6244.0,712039.0,1426994.0,2333158.0,Coimbatore,131,1,104,,11974,63459,748,849.0,9.0,779.0,,21156.0,115733.0,3472578,,,,249151,2446,245475,,2757613,1427663,2021-11-21T23:46:25.893769+05:30,75695000,,,,2720271,36375,2675174,53358226,43621438,22123407,0,0,0,0,0
4,4,4,4,4,4,2021-11-21,TN,756,14,847,100767,501271,954837,6457,5441.0,91.0,6244.0,712039.0,1426994.0,2333158.0,Cuddalore,5,1,17,,29008,45884,107,62.0,2.0,96.0,,112707.0,134807.0,2600880,,,,64345,872,63355,,1752483,931835,2021-11-21T23:46:25.893769+05:30,75695000,,,,2720271,36375,2675174,53358226,43621438,22123407,0,0,0,0,0
5,5,5,5,5,5,2021-11-21,TN,756,14,847,100767,501271,954837,6457,5441.0,91.0,6244.0,712039.0,1426994.0,2333158.0,Dharmapuri,10,0,11,,4152,12365,111,86.0,0.0,107.0,,11796.0,37778.0,1502900,,,,28721,278,28297,,793290,350931,2021-11-21T23:46:25.893769+05:30,75695000,,,,2720271,36375,2675174,53358226,43621438,22123407,0,0,0,0,0
6,6,6,6,6,6,2021-11-21,TN,756,14,847,100767,501271,954837,6457,5441.0,91.0,6244.0,712039.0,1426994.0,2333158.0,Dindigul,3,0,4,,29033,43985,28,40.0,1.0,35.0,,74709.0,101068.0,2161367,,,,33194,650,32489,,1336301,678283,2021-11-21T23:46:25.893769+05:30,75695000,,,,2720271,36375,2675174,53358226,43621438,22123407,0,0,0,0,0
7,7,7,7,7,7,2021-11-21,TN,756,14,847,100767,501271,954837,6457,5441.0,91.0,6244.0,712039.0,1426994.0,2333158.0,Erode,76,0,64,,8329,32029,457,494.0,2.0,466.0,,20262.0,77860.0,2259608,,,,105696,694,104192,,1406852,705806,2021-11-21T23:46:25.893769+05:30,75695000,,,,2720271,36375,2675174,53358226,43621438,22123407,0,0,0,0,0
8,8,8,8,8,8,2021-11-21,TN,756,14,847,100767,501271,954837,6457,5441.0,91.0,6244.0,712039.0,1426994.0,2333158.0,Kallakurichi,4,0,5,,10600,17739,64,42.0,0.0,64.0,,42752.0,63657.0,1370281,,,,31535,210,31236,,765284,424970,2021-11-21T23:46:25.893769+05:30,75695000,,,,2720271,36375,2675174,53358226,43621438,22123407,0,0,0,0,0
9,9,9,9,9,9,2021-11-21,TN,756,14,847,100767,501271,954837,6457,5441.0,91.0,6244.0,712039.0,1426994.0,2333158.0,Kancheepuram,12,0,34,,4276,8094,198,124.0,1.0,193.0,,11427.0,23576.0,1166401,,,,75425,1262,73945,,690083,299507,2021-11-21T23:46:25.893769+05:30,75695000,,,,2720271,36375,2675174,53358226,43621438,22123407,0,0,0,0,0
