,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,0,2021-11-21,ML,21,0,31,0,1512,1149,0,236.0,217.0,5.0,195.0,,18664.0,44940.0,0.0,East Garo Hills,0.0,0.0,0.0,,14,2,0,3.0,16.0,0.0,4.0,,1623.0,3279.0,0,317618,,,,1893.0,14.0,1860.0,,51176,28757,0,0,2021-11-22 13:16:12.835651,3224000,,,,84241,1467,82494,,1146316,769746,0,0,0.0,0
1,1,1,1,1,2021-11-21,ML,21,0,31,0,1512,1149,0,236.0,217.0,5.0,195.0,,18664.0,44940.0,0.0,East Jaintia Hills,0.0,0.0,0.0,,0,0,0,4.0,1.0,0.0,1.0,,758.0,3246.0,0,122436,,,,2439.0,32.0,2403.0,,66193,41661,0,0,2021-11-22 13:16:12.835651,3224000,,,,84241,1467,82494,,1146316,769746,0,0,0.0,0
2,2,2,2,2,2021-11-21,ML,21,0,31,0,1512,1149,0,236.0,217.0,5.0,195.0,,18664.0,44940.0,0.0,East Khasi Hills,0.0,0.0,0.0,,4,20,0,179.0,120.0,2.0,117.0,,2087.0,8004.0,0,824059,,,,41432.0,994.0,40234.0,,324392,250574,0,0,2021-11-22 13:16:12.835651,3224000,,,,84241,1467,82494,,1146316,769746,0,0,0.0,0
3,3,3,3,3,2021-11-21,ML,21,0,31,0,1512,1149,0,236.0,217.0,5.0,195.0,,18664.0,44940.0,0.0,North Garo Hills,0.0,0.0,0.0,,8,48,0,1.0,0.0,0.0,0.0,,1189.0,3343.0,0,118325,,,,1685.0,8.0,1677.0,,65530,37945,0,0,2021-11-22 13:16:12.835651,3224000,,,,84241,1467,82494,,1146316,769746,0,0,0.0,0
4,4,4,4,4,2021-11-21,ML,21,0,31,0,1512,1149,0,236.0,217.0,5.0,195.0,,18664.0,44940.0,0.0,Ribhoi,,,,,15,1,0,8.0,,,,,1829.0,3480.0,0,258380,,,,,,,,96851,59351,0,0,2021-11-22 13:16:12.835651,3224000,,,,84241,1467,82494,,1146316,769746,0,0,0.0,0
5,5,5,5,5,2021-11-21,ML,21,0,31,0,1512,1149,0,236.0,217.0,5.0,195.0,,18664.0,44940.0,0.0,South Garo Hills,0.0,0.0,0.0,,1390,1009,0,0.0,0.0,0.0,0.0,,3036.0,3289.0,0,142574,,,,1217.0,12.0,1204.0,,43912,24532,0,0,2021-11-22 13:16:12.835651,3224000,,,,84241,1467,82494,,1146316,769746,0,0,0.0,0
6,6,6,6,6,2021-11-21,ML,21,0,31,0,1512,1149,0,236.0,217.0,5.0,195.0,,18664.0,44940.0,0.0,South West Garo Hills,0.0,0.0,0.0,,0,0,0,0.0,0.0,0.0,0.0,,2132.0,3760.0,0,172495,,,,1873.0,18.0,1854.0,,80225,52355,0,0,2021-11-22 13:16:12.835651,3224000,,,,84241,1467,82494,,1146316,769746,0,0,0.0,0
7,7,7,7,7,2021-11-21,ML,21,0,31,0,1512,1149,0,236.0,217.0,5.0,195.0,,18664.0,44940.0,0.0,South West Khasi Hills,0.0,0.0,0.0,,0,0,0,1.0,0.0,0.0,0.0,,356.0,1877.0,0,110152,,,,2549.0,17.0,2532.0,,34206,21685,0,0,2021-11-22 13:16:12.835651,3224000,,,,84241,1467,82494,,1146316,769746,0,0,0.0,0
8,8,8,8,8,2021-11-21,ML,21,0,31,0,1512,1149,0,236.0,217.0,5.0,195.0,,18664.0,44940.0,0.0,Unknown,21.0,0.0,31.0,,0,0,0,19.0,42.0,0.0,34.0,,0.0,0.0,0,0,,,,53.0,0.0,59.0,,0,0,0,0,2021-11-22 13:16:12.835651,3224000,,,,84241,1467,82494,,1146316,769746,0,0,0.0,0
9,9,9,9,9,2021-11-21,ML,21,0,31,0,1512,1149,0,236.0,217.0,5.0,195.0,,18664.0,44940.0,0.0,West Garo Hills,0.0,0.0,0.0,,74,50,0,2.0,14.0,1.0,17.0,,3154.0,8602.0,0,642923,,,,9069.0,73.0,8976.0,,216985,144505,0,0,2021-11-22 13:16:12.835651,3224000,,,,84241,1467,82494,,1146316,769746,0,0,0.0,0
10,10,10,10,10,2021-11-21,ML,21,0,31,0,1512,1149,0,236.0,217.0,5.0,195.0,,18664.0,44940.0,0.0,West Jaintia Hills,0.0,0.0,0.0,,1,2,0,19.0,8.0,0.0,1.0,,1748.0,4040.0,0,270352,,,,6817.0,135.0,6671.0,,87994,59860,0,0,2021-11-22 13:16:12.835651,3224000,,,,84241,1467,82494,,1146316,769746,0,0,0.0,0
11,11,11,11,11,2021-11-21,ML,21,0,31,0,1512,1149,0,,217.0,5.0,195.0,,18664.0,44940.0,0.0,West Khasi Hills,0.0,0.0,0.0,,6,17,0,,9.0,2.0,12.0,,752.0,2020.0,0,385601,,,,5494.0,74.0,5407.0,,78852,48521,0,0,2021-11-22 13:16:12.835651,3224000,,,,84241,1467,82494,,1146316,769746,0,0,0.0,0
