"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","0","0","2090","20","1","0"
"East Jaintia Hills","0","0","0","2677","40","0","0"
"East Khasi Hills","2","2","0","47914","1080","17","4"
"Eastern West Khasi Hills","0","0","0","161","9","0","0"
"North Garo Hills","0","0","0","1920","10","0","0"
"Ri-Bhoi","0","2","0","10606","102","6","1"
"South Garo Hills","0","0","0","1442","16","0","0"
"South West Garo Hills","0","2","0","2271","21","1","0"
"South West Khasi Hills","0","0","0","2723","20","0","0"
"West Garo Hills","1","3","0","11890","84","18","1"
"West Jaintia Hills","0","1","0","7328","142","0","0"
"West Khasi Hills","0","0","0","5672","78","0","0"
"Total","3","10","0","96694","1622","43","6"
