District,Recovered,Deceased,Active
लखनऊ,290996,2683,1784
गौतम बिु नगर,96505,489,532
िाराणसी,96853,988,373
प्रयागराज,86674,1103,345
लखीमपरु-खीरी,29397,298,343
गोरखपरु,65434,865,335
झासी,43457,675,293
गाज़ियाबाद,83663,473,283
हरदोई,16835,364,265
कानपरु नगर,91015,1923,258
राय बरेली,20897,346,233
बाराबकंी,23299,225,213
शाहजहांपरु,24156,446,179
बरेली,49857,377,169
अमरोहा,19099,205,143
मरेठ,87788,930,143
महाराजगजं,14414,145,140
देवररया,22227,228,131
सलु्तानपरु,16661,144,125
लललतपरु,14423,131,122
बदाय,17771,101,118
श्रावस्ती,5109,40,106
कानपरु देहात,6997,110,101
उन्नाव,16710,257,98
सीतापरु,15534,187,97
मजुफ्फरनगर,38184,277,95
आजमगढ़,19305,234,89
बहराइच,13259,178,89
फतहेपरु,8105,141,89
गोंडा,13982,283,89
जौनपरु,24196,244,87
अम्बडेकर नगर,5810,161,80
कन्नौज,10663,124,79
पीलीभीत,12593,204,76
अमठेी,11352,145,75
बलुदंशहर,26175,252,75
लसद्धार् नगर,11425,102,74
आगरा,35332,464,73
अलीगढ,25370,113,69
भदोही,8377,165,69
सोनभद्र,18521,257,67
जालौन,13711,207,64
बबजनौर,18201,139,60
