"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","6","1","1","0","1906","1886","14"
"East Jaintia Hills","3","1","0","0","2444","2409","32"
"East Khasi Hills","225","15","12","0","41792","40566","1001"
"North Garo Hills","0","0","0","0","1685","1677","8"
"Ri-Bhoi","6","1","0","0","9733","9637","90"
"South Garo Hills","1","0","0","0","1218","1205","12"
"South West Garo Hills","0","0","0","0","1873","1855","18"
"South West Khasi Hills","0","0","0","0","2549","2532","17"
"West Garo Hills","5","1","1","0","9081","9003","73"
"West Jaintia Hills","1","0","1","0","6822","6685","136"
"West Khasi Hills","4","1","0","0","5516","5438","74"
"Total","251","20","15","0","84619","82893","1475"
