TT|2022-08-23 07:55:11.267865|GetSource|ERR|File Not Found
TT|2022-08-23 09:55:09.457625|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-08-23 09:55:26.298181|ExtractFromHTML|OK|COMPLETED
TT|2022-08-23 11:55:10.012723|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-08-23 11:55:24.309174|ExtractFromHTML|OK|COMPLETED
TT|2022-08-23 19:55:11.335278|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-08-23 19:55:27.046961|ExtractFromHTML|OK|COMPLETED
TT|2022-08-23 20:55:09.974566|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-08-23 20:55:27.267511|ExtractFromHTML|OK|COMPLETED
TT|2022-08-23 21:55:11.102078|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-08-23 21:55:29.413927|ExtractFromHTML|OK|COMPLETED
TT|2022-08-23 22:55:11.238692|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-08-23 22:55:27.683230|ExtractFromHTML|OK|COMPLETED
TT|2022-08-23 23:55:10.747693|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-08-23 23:55:27.769004|ExtractFromHTML|OK|COMPLETED
TT|2022-08-24 07:55:10.062059|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
