,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,2021-11-13,JK,181,0,95,54750,3598,88429,0,1095.0,8.0,728.0,343600.0,22898.0,611405.0,Anantnag,6,0,3,,152,4918,0,15.0,0.0,14.0,,1063.0,36487.0,1070144,2021-11-13 17:00:00+05:30,https://twitter.com/diprjk,,16626,205,16407,,761696,467894,2021-11-13 17:46:34,13203000,2021-11-13 17:00:00+05:30,https://twitter.com/diprjk,,334006,4448,328108,16775310,9551400,6217990,0,0,0,0,0
1,1,1,1,2021-11-13,JK,181,0,95,54750,3598,88429,0,1095.0,8.0,728.0,343600.0,22898.0,611405.0,Bandipora,6,0,7,,30,1180,0,46.0,1.0,23.0,,169.0,7348.0,385099,2021-11-13 17:00:00+05:30,https://twitter.com/diprjk,,9881,103,9728,,303977,167930,2021-11-13 17:46:34,13203000,2021-11-13 17:00:00+05:30,https://twitter.com/diprjk,,334006,4448,328108,16775310,9551400,6217990,0,0,0,0,0
2,2,2,2,2021-11-13,JK,181,0,95,54750,3598,88429,0,1095.0,8.0,728.0,343600.0,22898.0,611405.0,Baramulla,43,0,11,,182,3780,0,188.0,1.0,107.0,,1393.0,43936.0,1015503,2021-11-13 17:00:00+05:30,https://twitter.com/diprjk,,24883,283,24360,,779001,527908,2021-11-13 17:46:34,13203000,2021-11-13 17:00:00+05:30,https://twitter.com/diprjk,,334006,4448,328108,16775310,9551400,6217990,0,0,0,0,0
3,3,3,3,2021-11-13,JK,181,0,95,54750,3598,88429,0,1095.0,8.0,728.0,343600.0,22898.0,611405.0,Budgam,23,0,3,,115,2422,0,103.0,1.0,51.0,,952.0,22106.0,735753,2021-11-13 17:00:00+05:30,https://twitter.com/diprjk,,23992,209,23647,,594054,371724,2021-11-13 17:46:34,13203000,2021-11-13 17:00:00+05:30,https://twitter.com/diprjk,,334006,4448,328108,16775310,9551400,6217990,0,0,0,0,0
4,4,4,4,2021-11-13,JK,181,0,95,54750,3598,88429,0,1095.0,8.0,728.0,343600.0,22898.0,611405.0,Doda,3,0,4,,175,3808,0,16.0,0.0,21.0,,968.0,23589.0,409576,2021-11-13 17:00:00+05:30,https://twitter.com/diprjk,,7897,133,7743,,315613,191078,2021-11-13 17:46:34,13203000,2021-11-13 17:00:00+05:30,https://twitter.com/diprjk,,334006,4448,328108,16775310,9551400,6217990,0,0,0,0,0
5,5,5,5,2021-11-13,JK,181,0,95,54750,3598,88429,0,1095.0,8.0,728.0,343600.0,22898.0,611405.0,Ganderbal,11,0,7,,28,948,0,68.0,0.0,41.0,,216.0,4595.0,297003,2021-11-13 17:00:00+05:30,https://twitter.com/diprjk,,10552,79,10372,,227830,146314,2021-11-13 17:46:34,13203000,2021-11-13 17:00:00+05:30,https://twitter.com/diprjk,,334006,4448,328108,16775310,9551400,6217990,0,0,0,0,0
6,6,6,6,2021-11-13,JK,181,0,95,54750,3598,88429,0,1095.0,8.0,728.0,343600.0,22898.0,611405.0,Jammu,16,0,9,,713,12010,0,64.0,1.0,31.0,,4022.0,55920.0,1526406,2021-11-13 17:00:00+05:30,https://twitter.com/diprjk,,53430,1147,52197,,1174657,689784,2021-11-13 17:46:34,13203000,2021-11-13 17:00:00+05:30,https://twitter.com/diprjk,,334006,4448,328108,16775310,9551400,6217990,0,0,0,0,0
7,7,7,7,2021-11-13,JK,181,0,95,54750,3598,88429,0,1095.0,8.0,728.0,343600.0,22898.0,611405.0,Kathua,0,0,0,,320,4577,0,9.0,0.0,3.0,,2155.0,35092.0,615711,2021-11-13 17:00:00+05:30,https://twitter.com/diprjk,,9339,152,9178,,485981,305464,2021-11-13 17:46:34,13203000,2021-11-13 17:00:00+05:30,https://twitter.com/diprjk,,334006,4448,328108,16775310,9551400,6217990,0,0,0,0,0
8,8,8,8,2021-11-13,JK,181,0,95,54750,3598,88429,0,1095.0,8.0,728.0,343600.0,22898.0,611405.0,Kishtwar,0,0,0,,116,1052,0,0.0,0.0,3.0,,715.0,10366.0,230696,2021-11-13 17:00:00+05:30,https://twitter.com/diprjk,,4820,44,4776,,166120,95715,2021-11-13 17:46:34,13203000,2021-11-13 17:00:00+05:30,https://twitter.com/diprjk,,334006,4448,328108,16775310,9551400,6217990,0,0,0,0,0
9,9,9,9,2021-11-13,JK,181,0,95,54750,3598,88429,0,1095.0,8.0,728.0,343600.0,22898.0,611405.0,Kulgam,3,0,0,,60,3859,0,5.0,0.0,1.0,,416.0,18668.0,422786,2021-11-13 17:00:00+05:30,https://twitter.com/diprjk,,11496,117,11372,,401969,236465,2021-11-13 17:46:34,13203000,2021-11-13 17:00:00+05:30,https://twitter.com/diprjk,,334006,4448,328108,16775310,9551400,6217990,0,0,0,0,0
10,10,10,10,2021-11-13,JK,181,0,95,54750,3598,88429,0,1095.0,8.0,728.0,343600.0,22898.0,611405.0,Kupwara,17,0,7,,80,2960,0,54.0,0.0,36.0,,780.0,36608.0,875564,2021-11-13 17:00:00+05:30,https://twitter.com/diprjk,,14550,166,14327,,675195,434712,2021-11-13 17:46:34,13203000,2021-11-13 17:00:00+05:30,https://twitter.com/diprjk,,334006,4448,328108,16775310,9551400,6217990,0,0,0,0,0
11,11,11,11,2021-11-13,JK,181,0,95,54750,3598,88429,0,1095.0,8.0,728.0,343600.0,22898.0,611405.0,Pulwama,2,0,0,,88,1190,0,12.0,0.0,6.0,,762.0,14815.0,570060,2021-11-13 17:00:00+05:30,https://twitter.com/diprjk,,15530,194,15319,,432137,279955,2021-11-13 17:46:34,13203000,2021-11-13 17:00:00+05:30,https://twitter.com/diprjk,,334006,4448,328108,16775310,9551400,6217990,0,0,0,0,0
12,12,12,12,2021-11-13,JK,181,0,95,54750,3598,88429,0,1095.0,8.0,728.0,343600.0,22898.0,611405.0,Punch,1,0,0,,104,3550,0,10.0,0.0,6.0,,789.0,49612.0,476820,2021-11-13 17:00:00+05:30,https://twitter.com/diprjk,,6501,98,6389,,387338,307146,2021-11-13 17:46:34,13203000,2021-11-13 17:00:00+05:30,https://twitter.com/diprjk,,334006,4448,328108,16775310,9551400,6217990,0,0,0,0,0
