,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState
0,2021-11-13,MZ,387,1,389,0,804,586,0,3612.0,13.0,3929.0,,4271.0,11274.0,Aizawl,,,,,1,11,0,,,,,469.0,4130.0,404054,,,,,,,,316418,247189,2021-11-14 05:30:47.674255,1192000,,,,128604,459,122494,,717955,532383
1,2021-11-13,MZ,387,1,389,0,804,586,0,3612.0,13.0,3929.0,,4271.0,11274.0,Champhai,,,,,120,147,0,,,,,230.0,990.0,125370,,,,,,,,74482,57147,2021-11-14 05:30:47.674255,1192000,,,,128604,459,122494,,717955,532383
2,2021-11-13,MZ,387,1,389,0,804,586,0,3612.0,13.0,3929.0,,4271.0,11274.0,Hnahthial,,,,,0,0,0,,,,,0.0,0.0,0,,,,,,,,0,0,2021-11-14 05:30:47.674255,1192000,,,,128604,459,122494,,717955,532383
3,2021-11-13,MZ,387,1,389,0,804,586,0,3612.0,13.0,3929.0,,4271.0,11274.0,Khawzawl,,,,,0,0,0,,,,,0.0,0.0,0,,,,,,,,0,0,2021-11-14 05:30:47.674255,1192000,,,,128604,459,122494,,717955,532383
4,2021-11-13,MZ,387,1,389,0,804,586,0,3612.0,13.0,3929.0,,4271.0,11274.0,Kolasib,,,,,3,32,0,,,,,183.0,1676.0,83054,,,,,,,,50940,35394,2021-11-14 05:30:47.674255,1192000,,,,128604,459,122494,,717955,532383
5,2021-11-13,MZ,387,1,389,0,804,586,0,3612.0,13.0,3929.0,,4271.0,11274.0,Lawngtlai,,,,,572,8,0,,,,,2472.0,1957.0,117444,,,,,,,,59381,28254,2021-11-14 05:30:47.674255,1192000,,,,128604,459,122494,,717955,532383
6,2021-11-13,MZ,387,1,389,0,804,586,0,3612.0,13.0,3929.0,,4271.0,11274.0,Lunglei,,,,,95,75,0,,,,,496.0,447.0,154094,,,,,,,,95690,75737,2021-11-14 05:30:47.674255,1192000,,,,128604,459,122494,,717955,532383
7,2021-11-13,MZ,387,1,389,0,804,586,0,3612.0,13.0,3929.0,,4271.0,11274.0,Mamit,,,,,12,106,0,,,,,167.0,465.0,85757,,,,,,,,44197,30196,2021-11-14 05:30:47.674255,1192000,,,,128604,459,122494,,717955,532383
8,2021-11-13,MZ,387,1,389,0,804,586,0,3612.0,13.0,3929.0,,4271.0,11274.0,Saiha,,,,,1,207,0,,,,,233.0,1208.0,56366,,,,,,,,34873,21562,2021-11-14 05:30:47.674255,1192000,,,,128604,459,122494,,717955,532383
9,2021-11-13,MZ,387,1,389,0,804,586,0,3612.0,13.0,3929.0,,4271.0,11274.0,Saitual,,,,,0,0,0,,,,,0.0,0.0,0,,,,,,,,0,0,2021-11-14 05:30:47.674255,1192000,,,,128604,459,122494,,717955,532383
10,2021-11-13,MZ,387,1,389,0,804,586,0,3612.0,13.0,3929.0,,4271.0,11274.0,Serchhip,,,,,0,0,0,,,,,21.0,401.0,64875,,,,,,,,41974,36904,2021-11-14 05:30:47.674255,1192000,,,,128604,459,122494,,717955,532383
11,2021-11-13,MZ,387,1,389,0,804,586,0,3612.0,13.0,3929.0,,4271.0,11274.0,Unknown,387.0,1.0,389.0,,0,0,0,3612.0,13.0,3929.0,,0.0,0.0,0,,,,128604.0,459.0,122494.0,,0,0,2021-11-14 05:30:47.674255,1192000,,,,128604,459,122494,,717955,532383
