"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","95","121","64535","1","4530","69059","16"
"Bageshwar","40","40","34900","1","2089","36985","10"
"Chamoli","61","37","48046","0","3203","51247","21"
"Champawat","23","434","62247","0","1911","64155","4"
"Dehradun","342","331","367994","9","33158","401017","78"
"Haridwar","204","227","306445","3","13131","319546","54"
"Nainital","253","172","84887","1","11361","96178","19"
"Pauri Garhwal","41","47","93517","1","5277","98787","13"
"Pithoragarh","67","7","40770","0","2559","43317","17"
"Rudraprayag","22","14","27083","0","2704","29787","5"
"Tehri Garhwal","140","130","36161","3","2366","38520","26"
"US Nagar","550","130","135584","0","8804","144364","55"
"Uttarkashi","106","3","39242","0","1646","40886","23"
"Total","1944","1693","1341411","19","92739","1433848","341"
