District,Recovered,Deceased,Active
गौतम बिु नगर,63046,468,448
गाज़ियाबाद,55285,461,401
लखनऊ,236306,2651,360
मरेठ,68596,898,207
आगरा,25320,457,89
िाराणसी,84548,971,79
मरुादाबाद,38753,349,64
प्रयागराज,77649,1088,58
मथरुा,19922,402,45
कानपरु नगर,81045,1905,39
सहारनपरु,32333,420,34
मजुफ्फरनगर,30753,269,27
अलीगढ,21178,109,26
महाराजगजं,12304,140,25
बरेली,43672,377,23
गोरखपरु,58598,848,19
बाराबकंी,19626,225,18
शाहजहांपरु,19919,444,18
अयोध्या,16629,290,17
झासी,35905,663,17
अमरोहा,16416,203,15
बलुदंशहर,19977,244,13
रामपरु,11679,148,13
बागपत,8994,141,12
देवररया,20009,222,10
चदंौली,15853,357,9
एटा,9869,99,9
गोंडा,12012,271,9
हापड़ु,12423,217,9
शामली,12932,45,9
राय बरेली,16768,343,8
सोनभद्र,16562,251,8
बदाय,14844,98,7
बलरामपरु,7356,138,7
बबजनौर,14669,126,7
हरदोई,13408,349,7
सभंल,9332,106,7
औरैय्या,9889,203,6
कानपरु देहात,6088,110,6
अमठेी,9830,143,5
बललया,21376,234,5
बस्ती,11388,330,5
बहराइच,11372,178,5
