"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","183","13","236904","0","12242","249146","549"
"Bageshwar","257","6","211848","0","5767","217615","775"
"Chamoli","106","76","290764","0","12251","303015","486"
"Champawat","1276","1260","258674","0","7617","266291","1864"
"Dehradun","1309","1359","1912842","6","112736","2025578","459"
"Haridwar","4188","4834","2189795","1","51593","2241388","1764"
"Nainital","357","214","567457","2","39374","606831","241"
"Pauri Garhwal","1206","1129","405535","1","17741","423276","897"
"Pithoragarh","337","470","227627","1","10301","237928","1147"
"Rudraprayag","201","438","198937","0","8806","207743","415"
"Tehri Garhwal","199","424","304201","0","15846","320047","324"
"US Nagar","1673","1492","947474","2","37942","985416","1052"
"Uttarkashi","146","513","341713","0","12563","354276","438"
"Total","11438","12228","8093771","13","344779","8438550","10411"
