"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16901","16605","34","262"
"2","Chengalpattu","172954","169645","787","2522"
"3","Chennai","556527","546677","1270","8580"
"4","Coimbatore","248547","244922","1185","2440"
"5","Cuddalore","64304","63291","142","871"
"6","Dharmapuri","28668","28222","168","278"
"7","Dindigul","33167","32465","52","650"
"8","Erode","105342","103866","783","693"
"9","Kallakurichi","31510","31203","97","210"
"10","Kancheepuram","75337","73800","275","1262"
"11","Kanyakumari","62638","61403","183","1052"
"12","Karur","24385","23835","189","361"
"13","Krishnagiri","43736","43269","116","351"
"14","Madurai","75388","74074","135","1179"
"15","Mayiladuthurai","23331","22983","32","316"
"16","Nagapattinam","21213","20772","89","352"
"17","Namakkal","52894","51935","456","503"
"18","Nilgiris","33850","33447","190","213"
"19","Perambalur","12089","11828","17","244"
"20","Pudukottai","30283","29796","70","417"
"21","Ramanathapuram","20597","20218","20","359"
"22","Ranipet","43508","42697","36","775"
"23","Salem","100699","98461","546","1692"
"24","Sivagangai","20329","20036","85","208"
"25","Tenkasi","27380","26877","18","485"
"26","Thanjavur","75840","74518","338","984"
"27","Theni","43595","43060","14","521"
"28","Thirupathur","29358","28701","31","626"
"29","Thiruvallur","119855","117691","321","1843"
"30","Thiruvannamalai","55106","54358","79","669"
"31","Thiruvarur","41736","41101","181","454"
"32","Thoothukudi","56435","55950","76","409"
"33","Tirunelveli","49542","48993","116","433"
"34","Tiruppur","96364","94771","606","987"
"35","Trichy","78105","76657","378","1070"
"36","Vellore","50040","48791","115","1134"
"37","Villupuram","45961","45540","65","356"
"38","Virudhunagar","46363","45766","49","548"
"39","Airport Surveillance 
(International)","1031","1025","5","1"
"40","Airport Surveillance 
(Domestic)","1085","1084","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,16,421","26,70,761","9,349","36,311"
