,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,7733,7587,129,2022-01-02,TT,34889132,481770,34284561,2022-01-02 11:05:48.344644,680071486,2022-01-01 00:00:00,1082376,1454766288,847191137,607575151,593429,299647,293782,https://www.icmr.gov.in/,27553,284,9249,2105881,778221,2884102,23,202,225,5,2,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363451.5714285714,1340170.7142857143,16386.14285714286,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2077321,2061599,14495,2022-01-02,TT,34889132,481770,34284561,2022-01-02 11:05:48.344644,680071486,2022-01-01 00:00:00,1082376,1454766288,847191137,607575151,69660141,39700011,29960130,https://www.icmr.gov.in/,27553,284,9249,2105881,778221,2884102,1444,51936,53380,176,103,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363451.5714285714,1340170.7142857143,16386.14285714286,0,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,55343,55043,282,2022-01-02,TT,34889132,481770,34284561,2022-01-02 11:05:48.344644,680071486,2022-01-01 00:00:00,1082376,1454766288,847191137,607575151,1455881,805342,650539,https://www.icmr.gov.in/,27553,284,9249,2105881,778221,2884102,0,3,3,0,3,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363451.5714285714,1340170.7142857143,16386.14285714286,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,620915,612485,6165,2022-01-02,TT,34889132,481770,34284561,2022-01-02 11:05:48.344644,680071486,2022-01-01 00:00:00,1082376,1454766288,847191137,607575151,37666268,21735536,15930732,https://www.icmr.gov.in/,27553,284,9249,2105881,778221,2884102,1934,36992,38926,150,102,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363451.5714285714,1340170.7142857143,16386.14285714286,0,0,0,,,1332900000,Assam,34293000
4,Bihar,727177,714331,12096,2022-01-02,TT,34889132,481770,34284561,2022-01-02 11:05:48.344644,680071486,2022-01-01 00:00:00,1082376,1454766288,847191137,607575151,100180761,57827831,42352930,https://www.icmr.gov.in/,27553,284,9249,2105881,778221,2884102,11575,69943,81518,281,20,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363451.5714285714,1340170.7142857143,16386.14285714286,0,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,65965,64650,1079,2022-01-02,TT,34889132,481770,34284561,2022-01-02 11:05:48.344644,680071486,2022-01-01 00:00:00,1082376,1454766288,847191137,607575151,1747781,991485,756296,https://www.icmr.gov.in/,27553,284,9249,2105881,778221,2884102,4927,7422,12349,70,4,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363451.5714285714,1340170.7142857143,16386.14285714286,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1008466,993848,13601,2022-01-02,TT,34889132,481770,34284561,2022-01-02 11:05:48.344644,680071486,2022-01-01 00:00:00,1082376,1454766288,847191137,607575151,29919317,17634848,12284469,https://www.icmr.gov.in/,27553,284,9249,2105881,778221,2884102,10162,44543,54705,279,30,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363451.5714285714,1340170.7142857143,16386.14285714286,0,0,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,10695,10687,4,2022-01-02,TT,34889132,481770,34284561,2022-01-02 11:05:48.344644,680071486,2022-01-01 00:00:00,1082376,1454766288,847191137,607575151,1222421,697795,524626,https://www.icmr.gov.in/,27553,284,9249,2105881,778221,2884102,228,2941,3169,3,0,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363451.5714285714,1340170.7142857143,16386.14285714286,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1450927,1419459,25108,2022-01-02,TT,34889132,481770,34284561,2022-01-02 11:05:48.344644,680071486,2022-01-01 00:00:00,1082376,1454766288,847191137,607575151,26452693,15259033,11193660,https://www.icmr.gov.in/,27553,284,9249,2105881,778221,2884102,34983,48971,83954,2716,765,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363451.5714285714,1340170.7142857143,16386.14285714286,0,0,0,,,1332900000,Delhi,19814000
9,Goa,181182,176322,3522,2022-01-02,TT,34889132,481770,34284561,2022-01-02 11:05:48.344644,680071486,2022-01-01 00:00:00,1082376,1454766288,847191137,607575151,2407436,1301763,1105673,https://www.icmr.gov.in/,27553,284,9249,2105881,778221,2884102,636,2033,2669,310,18,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363451.5714285714,1340170.7142857143,16386.14285714286,0,0,0,,,1332900000,Goa,1540000
