District,Recovered,Deceased,Active
लखनऊ,248528,2656,17829
गौतम बिु नगर,77301,469,8991
गाज़ियाबाद,68710,464,7448
मरेठ,76955,910,5684
िाराणसी,87906,971,3645
आगरा,28951,459,3380
कानपरु नगर,83042,1908,3057
प्रयागराज,79483,1092,2662
सहारनपरु,33891,420,2186
मजुफ्फरनगर,32926,271,2120
गोरखपरु,60416,850,2104
मथरुा,22057,403,2051
मरुादाबाद,41958,352,2044
बरेली,45025,377,1940
झासी,36948,663,1931
बलुदंशहर,21722,246,1843
रामपरु,12517,148,1273
अलीगढ,22673,111,1203
बाराबकंी,20346,225,1190
लखीमपरु-खीरी,24384,295,1124
हरदोई,13807,353,1089
बबजनौर,15348,126,1040
हापड़ु,12967,217,1019
शाहजहांपरु,20409,444,972
बदाय,15184,101,872
शामली,13888,46,849
अमरोहा,16998,203,729
एटा,10103,99,697
गाजीपरु,21796,285,684
सलु्तानपरु,14962,139,667
अयोध्या,17202,290,638
गोंडा,12280,272,614
राय बरेली,17275,343,602
मनैपरुी,10352,184,565
क्रिरोजाबाद,9129,136,543
चदंौली,16198,358,538
बस्ती,11627,331,532
इटावा,13887,295,525
सोनभद्र,16920,253,525
देवररया,20250,223,508
अमठेी,9979,143,487
फरु्रखाबाद,10349,195,476
बहराइच,11600,178,452
