District,Recovered,Deceased,Active
सीतापरु,12575,185,448
जौनपरु,22610.0,236.0,445.0
मसद्धाथ नगर,9495.0,100.0,444.0
आजमगढ़,17854.0,229.0,437.0
बागपत,9846.0,143.0,430.0
सभंल,9899.0,106.0,420.0
बसलया,21514.0,235.0,361.0
पीलीभीत,10952.0,194.0,339.0
हाथरस,3227.0,43.0,324.0
समर्ाुपरु,11224.0,117.0,305.0
जालौन,11525.0,203.0,293.0
लसलतपरु,12755.0,128.0,263.0
औरैय्या,10025.0,204.0,258.0
महाराजगजं,12566.0,141.0,256.0
बादा,10909.0,161.0,243.0
अम्बडेकर नगर,5040.0,153.0,237.0
कन्नौज,9273.0,115.0,227.0
बलरामपरु,7454.0,138.0,216.0
श्रावस्ती,4427.0,37.0,214.0
फतहेपरु,6760.0,139.0,194.0
मऊ,8329.0,80.0,189.0
कानपरु देहात,6172.0,110.0,188.0
उन्नाव,15051.0,254.0,187.0
कुशीनगर,15464.0,228.0,181.0
सतं कबीर नगर,8138.0,98.0,167.0
चचत्रकट,7077.0,79.0,149.0
भदोही,7614.0,164.0,148.0
प्रतापगढ़,15948.0,164.0,138.0
हमीरपरु,5187.0,102.0,136.0
कासगजं,4384.0,53.0,87.0
महोबा,4201.0,86.0,45.0
कौशाम्बी,4384.0,71.0,32.0
