"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16931","16650","17","264"
"2","Chengalpattu","174143","170977","630","2536"
"3","Chennai","558757","548951","1189","8617"
"4","Coimbatore","250927","247182","1272","2473"
"5","Cuddalore","64436","63486","78","872"
"6","Dharmapuri","28858","28480","99","279"
"7","Dindigul","33262","32559","52","651"
"8","Erode","106650","105212","739","699"
"9","Kallakurichi","31572","31333","29","210"
"10","Kancheepuram","75715","74225","225","1265"
"11","Kanyakumari","62841","61682","101","1058"
"12","Karur","24701","24167","172","362"
"13","Krishnagiri","43897","43443","100","354"
"14","Madurai","75558","74288","86","1184"
"15","Mayiladuthurai","23388","23037","33","318"
"16","Nagapattinam","21365","20941","67","357"
"17","Namakkal","53757","52770","476","511"
"18","Nilgiris","34165","33787","162","216"
"19","Perambalur","12109","11851","13","245"
"20","Pudukottai","30341","29896","26","419"
"21","Ramanathapuram","20638","20259","20","359"
"22","Ranipet","43593","42768","48","777"
"23","Salem","101602","99381","509","1712"
"24","Sivagangai","20424","20154","60","210"
"25","Tenkasi","27396","26904","6","486"
"26","Thanjavur","76177","75020","159","998"
"27","Theni","43610","43076","13","521"
"28","Thirupathur","29403","28748","28","627"
"29","Thiruvallur","120367","118219","298","1850"
"30","Thiruvannamalai","55221","54503","48","670"
"31","Thiruvarur","41907","41370","77","460"
"32","Thoothukudi","56516","56067","38","411"
"33","Tirunelveli","49678","49179","66","433"
"34","Tiruppur","97521","95877","643","1001"
"35","Trichy","78561","77259","218","1084"
"36","Vellore","50263","48970","152","1141"
"37","Villupuram","46035","45632","45","358"
"38","Virudhunagar","46404","45839","16","549"
"39","Airport Surveillance 
(International)","1033","1029","3","1"
"40","Airport Surveillance 
(Domestic)","1085","1084","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,31,235","26,86,683","8,013","36,539"
