"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19230","17797","1168","265"
"2","Chengalpattu","224265","207306","14338","2621"
"3","Chennai","729463","683727","36800","8936"
"4","Coimbatore","312215","283606","26044","2565"
"5","Cuddalore","72353","68487","2982","884"
"6","Dharmapuri","34659","31573","2804","282"
"7","Dindigul","36475","34232","1587","656"
"8","Erode","126004","116498","8781","725"
"9","Kallakurichi","35758","33679","1867","212"
"10","Kancheepuram","91178","85619","4274","1285"
"11","Kanyakumari","81993","73066","7849","1078"
"12","Karur","28430","26336","1724","370"
"13","Krishnagiri","56728","50164","6197","367"
"14","Madurai","89138","83641","4282","1215"
"15","Mayiladuthurai","25828","24404","1102","322"
"16","Nagapattinam","24504","22606","1531","367"
"17","Namakkal","64503","58943","5034","526"
"18","Nilgiris","40212","37639","2350","223"
"19","Perambalur","14167","13284","635","248"
"20","Pudukottai","33510","31548","1539","423"
"21","Ramanathapuram","23993","22419","1208","366"
"22","Ranipet","52150","47993","3372","785"
"23","Salem","120952","110637","8569","1746"
"24","Sivagangai","22952","21789","948","215"
"25","Tenkasi","32061","29148","2424","489"
"26","Thanjavur","89406","81937","6444","1025"
"27","Theni","49736","46298","2909","529"
"28","Thirupathur","34697","31784","2284","629"
"29","Thiruvallur","142847","135304","5631","1912"
"30","Thiruvannamalai","64909","60162","4067","680"
"31","Thiruvarur","46404","43969","1969","466"
"32","Thoothukudi","63890","60995","2460","435"
"33","Tirunelveli","60759","56309","4007","443"
"34","Tiruppur","120808","107906","11862","1040"
"35","Trichy","91829","85878","4817","1134"
"36","Vellore","56612","54114","1336","1162"
"37","Villupuram","53008","49369","3275","364"
"38","Virudhunagar","55565","51569","3444","552"
"39","Airport Surveillance 
(International)","1217","1205","11","1"
"40","Airport Surveillance 
(Domestic)","1104","1102","1","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","33,25,940","30,84,470","2,03,926","37,544"
