,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForDistrict,cumulativeOtherNumberForState
0,2022-02-26,ML,East Garo Hills,,,,2030,16,2010,,2022-02-27T12:08:55.309109+05:30,,,,93437,1577,91671,,0,0
1,2022-02-26,ML,East Jaintia Hills,,,,2596,36,2549,,2022-02-27T12:08:55.309109+05:30,,,,93437,1577,91671,,0,0
2,2022-02-26,ML,East Khasi Hills,,,,46995,1069,45865,,2022-02-27T12:08:55.309109+05:30,,,,93437,1577,91671,,0,0
3,2022-02-26,ML,Eastern West Khasi Hills,,,,138,7,124,,2022-02-27T12:08:55.309109+05:30,,,,93437,1577,91671,,0,0
4,2022-02-26,ML,North Garo Hills,,,,1856,9,1832,,2022-02-27T12:08:55.309109+05:30,,,,93437,1577,91671,,0,0
5,2022-02-26,ML,Ri-Bhoi,,,,10265,96,10145,,2022-02-27T12:08:55.309109+05:30,,,,93437,1577,91671,,0,0
6,2022-02-26,ML,South Garo Hills,,,,1332,12,1320,,2022-02-27T12:08:55.309109+05:30,,,,93437,1577,91671,,0,0
7,2022-02-26,ML,South West Garo Hills,,,,2082,20,2051,,2022-02-27T12:08:55.309109+05:30,,,,93437,1577,91671,,0,0
8,2022-02-26,ML,South West Khasi Hills,,,,2685,19,2659,,2022-02-27T12:08:55.309109+05:30,,,,93437,1577,91671,,0,0
9,2022-02-26,ML,West Garo Hills,,,,10679,79,10577,,2022-02-27T12:08:55.309109+05:30,,,,93437,1577,91671,,0,0
10,2022-02-26,ML,West Jaintia Hills,,,,7150,139,6992,,2022-02-27T12:08:55.309109+05:30,,,,93437,1577,91671,,0,0
11,2022-02-26,ML,West Khasi Hills,,,,5629,75,5547,,2022-02-27T12:08:55.309109+05:30,,,,93437,1577,91671,,0,0
