"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4473","4081","12","4","376"
"Bageshwar","2080","1989","5","0","86"
"Chamoli","3180","3031","40","3","106"
"Champawat","1895","1794","80","1","20"
"Dehradun","32614","31856","226","169","363"
"Haridwar","12899","12594","47","24","234"
"Nainital","11252","11166","20","29","37"
"Pauri Garhwal","5225","4228","12","17","968"
"Pithoragarh","2539","2362","39","4","134"
"Rudraprayag","2690","2549","14","2","125"
"Tehri Garhwal","2342","2008","6","5","323"
"U.S. Nagar","8768","8468","29","5","266"
"Uttarkashi","1634","1455","7","5","167"
"Total","91591","87581","537","268","3205"
