"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","1","0","2090","20","1","0"
"East Jaintia Hills","0","0","0","2677","40","0","0"
"East Khasi Hills","0","6","0","47912","1080","17","7"
"Eastern West Khasi Hills","0","0","0","161","9","0","0"
"North Garo Hills","0","0","0","1920","10","0","0"
"Ri-Bhoi","0","1","0","10606","102","8","4"
"South Garo Hills","0","0","0","1442","16","0","0"
"South West Garo Hills","0","0","0","2271","21","3","0"
"South West Khasi Hills","0","0","0","2723","20","0","0"
"West Garo Hills","3","1","0","11889","84","20","1"
"West Jaintia Hills","0","0","0","7328","142","1","0"
"West Khasi Hills","0","0","0","5672","78","0","0"
"Total","3","9","0","96691","1622","50","12"
