"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","8","8","0","1979","16","34","0"
"East Jaintia Hills","5","7","0","2541","32","30","0"
"East Khasi Hills","106","175","4","46271","1045","949","114"
"Eastern West Khasi Hills","6","5","0","90","5","58","2"
"North Garo Hills","5","17","0","1783","8","54","0"
"Ri-Bhoi","14","27","0","10106","91","156","3"
"South Garo Hills","6","4","0","1298","12","43","1"
"South West Garo Hills","11","15","0","2018","18","90","0"
"South West Khasi Hills","1","3","0","2637","18","64","0"
"West Garo Hills","58","106","0","10306","76","480","16"
"West Jaintia Hills","9","18","0","7001","138","80","9"
"West Khasi Hills","5","2","0","5591","74","37","0"
"Total","234","387","4","91621","1533","2075","145"
