"","","","","","","","","",""
"","","","","","","","","",""
"Districtwise Abstract of COVID-19","","","","","","","","",""
"Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"1","Bagalakote","7","35220","0","34854","33","0","333","0"
"2","Ballari","93","98249","3","96077","484","0","1688","0"
"3","Belagavi","129","80738","11","79160","630","0","948","0"
"4","Bengaluru Rural","143","62663","16","61277","494","0","892","0"
"5","Bengaluru Urban","9221","1308540","829","1243155","48960","2","16424","1"
"6","Bidar","37","24453","6","23952","93","0","404","4"
"7","Chamarajanagara","40","33213","0","32607","91","0","504","11"
"8","Chikkaballapura","53","44198","6","43580","185","0","432","1"
"9","Chikkamagaluru","43","51666","2","51069","199","0","398","0"
"10","Chitradurga","27","36877","1","36561","104","0","212","0"
"11","Dakshina 
Kannada","176","117817","60","114729","1383","0","1698","7"
"12","Davanagere","22","51129","5","50427","94","0","608","0"
"13","Dharwada","144","62076","41","60317","432","0","1325","2"
"14","Gadag","16","26143","3","25758","66","0","319","0"
"15","Hassana","171","113031","9","111075","691","0","1263","2"
"16","Haveri","0","21969","0","21318","8","0","643","0"
"17","Kalaburagi","88","62374","7","61175","375","0","824","0"
"18","Kodagu","23","37963","3","37366","258","0","338","1"
"19","Kolara","65","47536","15","46538","355","0","643","0"
"20","Koppala","7","35245","0","34672","45","0","528","0"
"21","Mandya","306","75007","42","73352","998","0","657","0"
"22","Mysuru","309","181639","22","177872","1338","1","2429","0"
"23","Raichuru","4","40014","0","39659","22","0","333","0"
"24","Ramanagara","8","24314","4","23904","86","1","324","0"
"25","Shivamogga","75","70173","2","68592","491","0","1090","0"
"26","Tumakuru","139","121919","9","120206","569","0","1144","0"
"27","Udupi","219","78408","40","76759","1158","0","491","0"
"28","Uttara Kannada","100","57000","2","55898","324","0","778","0"
"29","Vijayapura","28","36479","7","35818","166","0","495","0"
"30","Yadagiri","5","27567","3","27345","16","0","206","0"
"31","Others*","0","36","0","33","0","0","3","0"
"Total","","11698","3063656","1148","2965105","60148","4","38374","29"
"*Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today. 
 
 
Date: 10-01-2022  
 Page 5 of 9","","","","","","","","",""
