Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState,deltaVaccinatedForState,7DmaVaccinatedForState,cumulativeVaccinatedNumberForDistrict
2021-10-29,HR,12,0,12,0,26882,65099,0,771187.2857142857,10049.0,761010.0,,17670644.0,7881947.0,Gurugram,0,0,0,0,0,0,0,,,,,,,1514085,,,,181412.0,922.0,180440,,2190865,1369616,2021-10-31T02:58:23.579337+05:30,28672000,,,,771229,10049,761047,,17743383,8052196,25795579.0,91981.0,25552591.0,3560481.0
2021-10-29,HR,12,0,12,0,26882,65099,0,771187.2857142857,10049.0,761010.0,,17670644.0,7881947.0,Faridabad,0,0,0,0,0,0,0,,,,,,,1798954,,,,99898.0,716.0,99155,,1655009,834886,2021-10-31T02:58:23.579337+05:30,28672000,,,,771229,10049,761047,,17743383,8052196,25795579.0,91981.0,25552591.0,2489895.0
2021-10-29,HR,12,0,12,0,26882,65099,0,771187.2857142857,10049.0,761010.0,,17670644.0,7881947.0,Hisar,0,0,0,0,0,0,0,,,,,,,1742815,,,,53995.0,1136.0,52857,,993670,330968,2021-10-31T02:58:23.579337+05:30,28672000,,,,771229,10049,761047,,17743383,8052196,25795579.0,91981.0,25552591.0,1324638.0
2021-10-29,HR,12,0,12,0,26882,65099,0,771187.2857142857,10049.0,761010.0,,17670644.0,7881947.0,Sonipat,0,0,0,0,0,0,0,,,,,,,1480080,,,,47138.0,254.0,46884,,987210,407143,2021-10-31T02:58:23.579337+05:30,28672000,,,,771229,10049,761047,,17743383,8052196,25795579.0,91981.0,25552591.0,1394353.0
2021-10-29,HR,12,0,12,0,26882,65099,0,771187.2857142857,10049.0,761010.0,,17670644.0,7881947.0,Karnal,0,0,0,0,0,0,0,,,,,,,1506323,,,,40036.0,552.0,39484,,998816,449057,2021-10-31T02:58:23.579337+05:30,28672000,,,,771229,10049,761047,,17743383,8052196,25795579.0,91981.0,25552591.0,1447873.0
2021-10-29,HR,12,0,12,0,26882,65099,0,771187.2857142857,10049.0,761010.0,,17670644.0,7881947.0,Panipat,0,0,0,0,0,0,0,,,,,,,1202811,,,,31149.0,638.0,30510,,828896,270198,2021-10-31T02:58:23.579337+05:30,28672000,,,,771229,10049,761047,,17743383,8052196,25795579.0,91981.0,25552591.0,1099094.0
2021-10-29,HR,12,0,12,0,26882,65099,0,771187.2857142857,10049.0,761010.0,,17670644.0,7881947.0,Panchkula,0,0,0,0,0,0,0,,,,,,,558890,,,,30769.0,378.0,30377,,456366,277435,2021-10-31T02:58:23.579337+05:30,28672000,,,,771229,10049,761047,,17743383,8052196,25795579.0,91981.0,25552591.0,733801.0
2021-10-29,HR,12,0,12,0,26882,65099,0,771187.2857142857,10049.0,761010.0,,17670644.0,7881947.0,Ambala,0,0,0,0,0,0,0,,,,,,,1136784,,,,30150.0,509.0,29639,,872548,568250,2021-10-31T02:58:23.579337+05:30,28672000,,,,771229,10049,761047,,17743383,8052196,25795579.0,91981.0,25552591.0,1440798.0
2021-10-29,HR,12,0,12,0,26882,65099,0,771187.2857142857,10049.0,761010.0,,17670644.0,7881947.0,Sirsa,0,0,0,0,0,0,0,,,,,,,1295114,,,,29282.0,508.0,28771,,785786,278188,2021-10-31T02:58:23.579337+05:30,28672000,,,,771229,10049,761047,,17743383,8052196,25795579.0,91981.0,25552591.0,1063974.0
2021-10-29,HR,12,0,12,0,26882,65099,0,771187.2857142857,10049.0,761010.0,,17670644.0,7881947.0,Rohtak,0,0,0,0,0,0,0,,,,,,,1058683,,,,25903.0,534.0,25350,,672675,301454,2021-10-31T02:58:23.579337+05:30,28672000,,,,771229,10049,761047,,17743383,8052196,25795579.0,91981.0,25552591.0,974129.0
