Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState,deltaVaccinatedForState,7DmaVaccinatedForState,cumulativeVaccinatedNumberForDistrict
2021-10-29,TN,-1502.0,9.0,-1306.0,0,39981.0,91048.0,0,2697021.4285714286,36045.28571428572,2648429.0,,40620391.0,16289811.0,Ariyalur,0,0,0,0,0,0,0,,,,,,,752481,,,,16847,261,16541,,467221,140741,2021-10-31T02:58:54.569363+05:30,75695000,,,,2698052,36081,2650125,,40795834,16631140,57426974.0,131029.0,56910201.0,607962.0
2021-10-29,TN,-1502.0,9.0,-1306.0,0,39981.0,91048.0,0,2697021.4285714286,36045.28571428572,2648429.0,,40620391.0,16289811.0,Chengalpattu,0,0,0,0,0,0,0,,,,,,,2556244,,,,171608,2503,168139,,1320435,581954,2021-10-31T02:58:54.569363+05:30,75695000,,,,2698052,36081,2650125,,40795834,16631140,57426974.0,131029.0,56910201.0,1902389.0
2021-10-29,TN,-1502.0,9.0,-1306.0,0,39981.0,91048.0,0,2697021.4285714286,36045.28571428572,2648429.0,,40620391.0,16289811.0,Chennai,0,0,0,0,0,0,0,,,,,,,7100000,,,,554439,8542,544420,,4878994,2764252,2021-10-31T02:58:54.569363+05:30,75695000,,,,2698052,36081,2650125,,40795834,16631140,57426974.0,131029.0,56910201.0,7643246.0
2021-10-29,TN,-1502.0,9.0,-1306.0,0,39981.0,91048.0,0,2697021.4285714286,36045.28571428572,2648429.0,,40620391.0,16289811.0,Coimbatore,0,0,0,0,0,0,0,,,,,,,3472578,,,,246544,2412,242820,,2703998,1153942,2021-10-31T02:58:54.569363+05:30,75695000,,,,2698052,36081,2650125,,40795834,16631140,57426974.0,131029.0,56910201.0,3857940.0
2021-10-29,TN,-1502.0,9.0,-1306.0,0,39981.0,91048.0,0,2697021.4285714286,36045.28571428572,2648429.0,,40620391.0,16289811.0,Cuddalore,0,0,0,0,0,0,0,,,,,,,2600880,,,,64051,867,62962,,1501095,577477,2021-10-31T02:58:54.569363+05:30,75695000,,,,2698052,36081,2650125,,40795834,16631140,57426974.0,131029.0,56910201.0,2078572.0
2021-10-29,TN,-1502.0,9.0,-1306.0,0,39981.0,91048.0,0,2697021.4285714286,36045.28571428572,2648429.0,,40620391.0,16289811.0,Dharmapuri,0,0,0,0,0,0,0,,,,,,,1502900,,,,28398,274,27913,,764910,267197,2021-10-31T02:58:54.569363+05:30,75695000,,,,2698052,36081,2650125,,40795834,16631140,57426974.0,131029.0,56910201.0,1032107.0
2021-10-29,TN,-1502.0,9.0,-1306.0,0,39981.0,91048.0,0,2697021.4285714286,36045.28571428572,2648429.0,,40620391.0,16289811.0,Dindigul,0,0,0,0,0,0,0,,,,,,,2161367,,,,33083,645,32333,,1224567,449770,2021-10-31T02:58:54.569363+05:30,75695000,,,,2698052,36081,2650125,,40795834,16631140,57426974.0,131029.0,56910201.0,1674337.0
2021-10-29,TN,-1502.0,9.0,-1306.0,0,39981.0,91048.0,0,2697021.4285714286,36045.28571428572,2648429.0,,40620391.0,16289811.0,Erode,0,0,0,0,0,0,0,,,,,,,2259608,,,,104164,682,102645,,1361460,524181,2021-10-31T02:58:54.569363+05:30,75695000,,,,2698052,36081,2650125,,40795834,16631140,57426974.0,131029.0,56910201.0,1885641.0
2021-10-29,TN,-1502.0,9.0,-1306.0,0,39981.0,91048.0,0,2697021.4285714286,36045.28571428572,2648429.0,,40620391.0,16289811.0,Kallakurichi,0,0,0,0,0,0,0,,,,,,,1370281,,,,31336,210,31012,,682644,275440,2021-10-31T02:58:54.569363+05:30,75695000,,,,2698052,36081,2650125,,40795834,16631140,57426974.0,131029.0,56910201.0,958084.0
2021-10-29,TN,-1502.0,9.0,-1306.0,0,39981.0,91048.0,0,2697021.4285714286,36045.28571428572,2648429.0,,40620391.0,16289811.0,Kancheepuram,0,0,0,0,0,0,0,,,,,,,1166401,,,,74910,1257,73310,,656736,240872,2021-10-31T02:58:54.569363+05:30,75695000,,,,2698052,36081,2650125,,40795834,16631140,57426974.0,131029.0,56910201.0,897608.0
